#Coverage (X)	Coverage
1.0	94.3865775364596
2.0	94.23347157201846
3.0	94.12019025262396
4.0	94.02346231915095
5.0	93.94291655274108
6.0	93.8677274915223
7.0	93.79245976886966
8.0	93.71021355670322
9.0	93.61303290945207
10.0	93.4970947461963
11.0	93.34697553353755
12.0	93.14968003553776
13.0	92.88802811850225
14.0	92.55612851435625
15.0	92.15011338598129
16.0	91.6726433122883
17.0	91.13830111851442
18.0	90.55897256985419
19.0	89.95283872891466
20.0	89.32813934064369
21.0	88.68701133642922
22.0	88.00367910634692
23.0	87.24304174841812
24.0	86.3602356492161
25.0	85.29464291682834
26.0	83.963351341095
27.0	82.2869260430927
28.0	80.19751025047594
29.0	77.62784334990361
30.0	74.5361081761286
31.0	70.91084427663738
32.0	66.77245361964489
33.0	62.1676537555564
34.0	57.18377136904785
35.0	51.928615899558466
36.0	46.53015803723138
37.0	41.12127954733754
38.0	35.83244156097909
39.0	30.78298586981481
40.0	26.08559795622179
41.0	21.8146564400393
42.0	18.013297377628746
43.0	14.697934412536284
44.0	11.866561340112227
45.0	9.48965871052286
46.0	7.531286555762179
47.0	5.953532865999435
48.0	4.7083153165619365
49.0	3.7399489857836983
50.0	2.996562727493199
51.0	2.4360304620771984
