#Coverage (X)	Coverage
1.0	93.5568328407209
2.0	93.4256649158674
3.0	93.32554822979264
4.0	93.23698260338443
5.0	93.15604372299752
6.0	93.08396557176373
7.0	93.00968915061091
8.0	92.93313515413116
9.0	92.84844895637485
10.0	92.7558301893067
11.0	92.64261536023596
12.0	92.50293812288471
13.0	92.32695452847472
14.0	92.09036141381524
15.0	91.7630699593899
16.0	91.31350898174782
17.0	90.69450596279637
18.0	89.83505706106047
19.0	88.66653611616269
20.0	87.10055140689511
21.0	85.05735166986888
22.0	82.47614394881788
23.0	79.31214879772762
24.0	75.53323873613836
25.0	71.16653698633266
26.0	66.26344320885948
27.0	60.89967777575221
28.0	55.20379356192084
29.0	49.30480771538827
30.0	43.36649160271016
31.0	37.554756902693995
32.0	32.01403624708503
33.0	26.874458218770584
34.0	22.204358642414178
35.0	18.07586918349564
36.0	14.52902538857279
37.0	11.54299311842567
38.0	9.084367763199381
39.0	7.1045968971429545
40.0	5.541515319623485
41.0	4.334513478192804
42.0	3.4209899763750258
43.0	2.7381253358720983
44.0	2.235433147976437
45.0	1.8716605297283593
46.0	1.6099498178593592
47.0	1.4203249205157107
48.0	1.2803999141372344
49.0	1.1786125017096936
50.0	1.1021299219554095
51.0	1.043465815202481
