#GC Content (%)	Sample
1.0	5.7624714033119495E-6
2.0	8.372531980106185E-6
3.0	1.0824407067397743E-5
4.0	1.6225311637560705E-5
5.0	1.556997175247817E-5
6.0	1.7818465496123423E-5
7.0	1.9095248375680773E-5
8.0	1.877887739667541E-5
9.0	1.8552898125957297E-5
10.0	2.0699701197779395E-5
11.0	2.311767939446323E-5
12.0	3.207775747843652E-5
13.0	3.6936311798876005E-5
14.0	3.37951999358942E-5
15.0	3.8800640782300465E-5
16.0	3.610018849721898E-5
17.0	4.073276354694036E-5
18.0	4.840475978782037E-5
19.0	5.6540013533672546E-5
20.0	6.546619472703811E-5
21.0	2.479444558319165E-4
22.0	0.0010658312303419928
23.0	5.170631693301205E-4
24.0	4.237111325964669E-4
25.0	9.342773978934416E-4
26.0	0.0015183095241008756
27.0	0.0033265052566789502
28.0	0.006136670477694077
29.0	0.010241708218887544
30.0	0.015622704015300245
31.0	0.021916091117237337
32.0	0.02850452805398753
33.0	0.034768933314455026
34.0	0.040775236350871824
35.0	0.046996321385142655
36.0	0.05474316196048452
37.0	0.06285252978087592
38.0	0.06607593199528974
39.0	0.07393804459662492
40.0	0.07008483815471972
41.0	0.058648061160566485
42.0	0.05322277342709304
43.0	0.046255821211889994
44.0	0.041381403146646095
45.0	0.03750092100676522
46.0	0.0337058929281064
47.0	0.02970734791823885
48.0	0.025672747915728218
49.0	0.02179013027173906
50.0	0.01838327808535628
51.0	0.016595725559158305
52.0	0.011118473892383227
53.0	0.0102567358403903
54.0	0.008579144827323758
55.0	0.007231347961943238
56.0	0.006229367174542649
57.0	0.005261418865312208
58.0	0.004410934581001044
59.0	0.0037702833485151856
60.0	0.00322259998800276
61.0	0.002755263557194161
62.0	0.0023694943441512667
63.0	0.0019907078905735606
64.0	0.0016334346635682197
65.0	0.0013340799236479317
66.0	0.0010947678759574476
67.0	9.238936504039442E-4
68.0	7.344778256880196E-4
69.0	5.35593469529006E-4
70.0	4.3346213812795354E-4
71.0	3.457256862716452E-4
72.0	2.894342499357626E-4
73.0	2.4540218903633767E-4
74.0	2.1346001912033206E-4
75.0	1.8801475323747228E-4
76.0	1.7563108920211953E-4
77.0	1.64060950541352E-4
78.0	1.035211039159688E-4
79.0	6.912705891267158E-5
80.0	6.0731929005493584E-5
81.0	5.4314117717099105E-5
82.0	2.897054250606243E-5
83.0	1.6756362923748278E-5
84.0	1.9547206917117007E-5
85.0	9.061768755796443E-6
86.0	1.0621025723751437E-6
87.0	8.813191558006511E-7
88.0	7.683295204415933E-7
89.0	4.18061650828514E-7
90.0	4.519585414362313E-7
91.0	6.101440309389122E-7
92.0	6.440409215466296E-7
93.0	6.440409215466297E-7
94.0	5.423502497234777E-7
95.0	1.1411953171264843E-6
96.0	1.3784735513805057E-6
97.0	1.773937275137208E-6
98.0	1.1185973900546726E-6
99.0	5.084533591157602E-7
100.0	7.005357392261586E-7
