#Position (bp)	Coverage	Std
3882144.5	23.67192059336284	12.212819159493767
1.16464325E7	26.189422520133206	7.158759487951834
1.94107205E7	26.46556516193114	10.032767065279247
2.71750085E7	24.9311443624966	8.601120445755026
3.49392965E7	26.489778457470923	7.492381626954665
4.27035845E7	27.104852885415895	5.912195884704557
5.04678725E7	28.203709084464666	6.676874800830873
5.82321605E7	29.429355273786857	7.360721957106641
6.59964485E7	29.44814308794316	7.615336681398016
7.37607365E7	31.206071696464633	6.965514474818748
8.15250245E7	30.84942276741924	9.085411151500514
8.92893125E7	29.94301666810917	9.357303176796428
9.70536005E7	30.218131398526175	6.608896961382936
1.048178885E8	30.93187140920069	9.75156005589374
1.125821765E8	29.066226935425373	9.812195847572207
1.203464645E8	71.81416673363996	175.7644463095149
1.281107525E8	14.352966814214001	55.42686468566678
1.358750405E8	0.0	0.0
1.436393285E8	61.38307453304154	646.9779889221617
1.514036165E8	27.80960907168822	10.525120804066324
1.591679045E8	28.236998807875235	7.5355651679270785
1.669321925E8	29.713665953658598	8.599070317195375
1.746964805E8	29.626470063964653	8.202339089661391
1.824607685E8	29.181993635475656	6.515115675841165
1.902250565E8	30.591924591153756	8.039599475161692
1.979893445E8	29.825564043992184	9.54702342980596
2.057536325E8	27.671264255009604	8.391238945877003
2.135179205E8	29.750450524246396	8.726936492369184
2.212822085E8	29.21416851100835	7.356636135900331
2.290464965E8	27.9751894829249	10.334574302758224
2.368107845E8	29.215369136229878	6.974667794912263
2.445750725E8	28.696351294542396	8.4235093497133
2.487068195E8	29.471656991302186	11.85151466856044
2.525889635E8	28.681422590963184	8.529805077281557
2.601036485E8	28.714657802492642	8.773999616948549
2.678679365E8	29.948722664589464	9.48034688185712
2.756322245E8	27.26486665615701	6.74409287918816
2.833965125E8	29.892834990149773	10.61499897941604
2.911608005E8	28.90427660591673	9.128359669871434
2.989250885E8	29.926362597574947	9.285485539350798
3.066893765E8	29.599136070171536	8.353407284288874
3.144536645E8	29.346393899865642	7.067000746918448
3.222179525E8	28.945919831927924	9.104215657487106
3.299822405E8	31.081261411220193	5.9072125510142195
3.377465285E8	36.42941851203871	76.33263982946521
3.455108165E8	25.68780588767444	28.526508994854833
3.532751045E8	29.348307017977696	7.232509244610442
3.610393925E8	28.516364282211068	8.7914066706596
3.688036805E8	29.25883468001187	7.1812241755964745
3.765679685E8	28.907630680366314	9.405682342209067
3.843322565E8	30.07696339960599	5.92350277038205
3.920965445E8	31.22924355716841	6.676881754758617
3.998608325E8	30.459036552997517	7.64246703508722
4.076251205E8	30.44891547042047	7.622068852169574
4.153894085E8	30.652440635896042	8.615795659921618
4.231536965E8	29.243487104033235	6.622279528331904
4.309179845E8	30.885458782569632	8.903877952091797
4.386822725E8	30.47564670450143	7.88085214254366
4.464465605E8	30.309982963022495	7.1626817855664155
4.542108485E8	28.88763451329987	9.074442156422984
4.619751365E8	31.38827964650461	7.559700753673574
4.697394245E8	28.58741715917802	8.038550501763828
4.775037125E8	29.288014045846833	7.293006960386531
4.852680005E8	27.687173376361102	8.188748838847562
4.90150048E8	23.620633391122244	8.081259623478283
4.94032192E8	30.343063321745703	12.900441239072872
5.007965765E8	27.732892829323177	8.54677869048909
5.085608645E8	29.3494185171905	7.452032046890565
5.163251525E8	30.23834110738808	6.704170516613795
5.240894405E8	30.20106776049523	6.728240094478827
5.318537285E8	28.919415791892316	9.194117927330405
5.396180165E8	26.730137135562206	8.730383846456288
5.473823045E8	28.72990337298153	8.655918837100065
5.551465925E8	29.923246793524402	9.034893195236652
5.629108805E8	29.81401681648079	9.000059281193831
5.706751685E8	31.61877289971727	9.764841902234553
5.784394565E8	33.42572519205882	21.542528653903574
5.862037445E8	35.235033141480585	41.461278322060046
5.939680325E8	30.772404758813686	8.578545575242423
6.017323205E8	30.40261399371069	7.506171720722785
6.094966085E8	30.522957932523884	7.86824800387152
6.172608965E8	26.93716152723856	8.875241180424299
6.250251845E8	29.29595682179744	7.27111867282106
6.327894725E8	29.563726770568017	7.7538423345090255
6.405537605E8	30.421656692796557	7.58881027259462
6.483180485E8	29.648707904704203	8.273605494006533
6.560823365E8	31.307448796335223	7.249304101565355
6.638466245E8	30.703760602388783	8.687840610193591
6.716109125E8	29.75572248221601	8.693927331756502
6.793752005E8	29.521014547631413	8.291883282469463
6.863514275E8	27.811286413454326	13.115268746314444
6.902335715E8	25.36976515777332	11.907703144023522
6.949037765E8	25.93992095604903	19.08214459332478
7.026680645E8	30.4034426595201	8.592985126645289
7.104323525E8	30.62506954919756	8.281878966712613
7.181966405E8	30.40514081909378	7.444319368574839
7.259609285E8	29.890985367879193	9.492335406463292
7.337252165E8	30.449778009264982	7.652236691729049
7.414895045E8	49.48387450336721	197.69167312435138
7.492537925E8	30.742006478894137	8.928860799031657
7.570180805E8	30.930619008465424	9.712477576549007
7.647823685E8	30.102819086566598	6.038565013761357
7.725466565E8	30.043497484894946	9.609507894697163
7.803109445E8	30.567789087679387	7.9813368075729745
7.880752325E8	31.273106046555718	7.014821140515499
7.958395205E8	30.327161486024217	6.888828125860704
8.036038085E8	30.85269183729403	9.059261891251676
8.113680965E8	30.66941373117535	8.320741220967971
8.191323845E8	31.122991444933522	6.334241468218831
8.268966725E8	30.688748279301336	8.491890119158228
8.346609605E8	30.750628776263838	8.814103557757171
8.424252485E8	29.878692547211024	8.914033724049256
8.501895365E8	30.767167704237657	8.797172984851931
8.579538245E8	30.345744774021778	7.306757924463398
8.657181125E8	31.234953675082636	6.685262483902915
8.734824005E8	29.40699379002943	7.33096579621424
8.78512305E8	28.64231823625225	14.716922110575485
8.82394449E8	27.37233895684347	7.668516060382631
8.890109765E8	30.109916710972083	6.103000081254982
8.967752645E8	30.79204944484285	14.988748060321889
9.045395525E8	31.278887388000033	6.920120028619909
9.123038405E8	30.233694705812045	7.306681785074712
9.200681285E8	30.249082980950732	6.878073977421892
9.278324165E8	26.807087011713115	87.03703189907698
9.355967045E8	30.21975614505799	6.673340014196007
9.433609925E8	30.652101647955355	8.254477721948529
9.511252805E8	29.384006492288798	11.125504829471094
9.588895685E8	29.772657196641855	8.605364237221949
9.666538565E8	31.097332814032658	6.340391890457515
9.744181445E8	30.571886565773966	8.106454328296078
9.821824325E8	31.28610182929845	7.053987297688875
9.899467205E8	30.542815001195216	7.992499474820108
9.977110085E8	31.010047411945564	9.506454833245781
1.0054752965E9	30.24841273275798	7.040340354554018
1.0132395845E9	28.541841441224232	7.7571844921950035
1.0210038725E9	27.996242411409778	9.333511408859023
1.0287681605E9	29.33404209117436	6.952946514584623
1.0365324485E9	29.09330243803424	6.082025565520097
1.0442967365E9	30.64271005918379	8.36827701906004
1.0520610245E9	28.47721684203368	8.133629393537095
1.0585707465E9	24.423995976522868	8.429674858325232
1.0624528905E9	29.052350773096034	12.39517241168477
1.0675896005E9	29.1848128250781	6.445958185630112
1.0753538885E9	28.358468026945935	7.060906181562874
1.0831181765E9	29.75481628193081	8.518629663919313
1.0908824645E9	27.659205196922112	8.311007626121107
1.0986467525E9	27.08537666299859	6.169400579841836
1.1064110405E9	28.33578932157076	7.575775482570649
1.1141753285E9	30.441413430310675	7.547310014600023
1.1219396165E9	36.17867047178054	65.08772991544193
1.1297039045E9	31.236390767575855	6.5726648545176065
1.1374681925E9	30.419357963022495	7.662853543220951
1.1452324805E9	31.015703049655038	9.580904853718724
1.1529967685E9	30.40105531891656	7.8870764935770845
1.1607610565E9	30.6091659660229	8.49070604784557
1.1685253445E9	29.195402076790558	6.389329102597441
1.1762896325E9	30.153052926424163	6.251466656552507
1.1840539205E9	31.086381520108475	6.128815249049534
1.1918182085E9	30.400318998986126	7.255394193837326
1.1995824965E9	30.460077086269855	7.763320327995225
1.2073467845E9	29.967940267027704	9.387616644018813
1.2151110725E9	28.810416357559124	8.95351727421252
1.2228753605E9	29.280428289110347	8.389401963007142
1.229380904E9	26.76002720897065	9.47594487404366
1.233263048E9	21.226273481234674	6.421505810874006
1.2384039365E9	28.266801798181625	7.708234421069169
1.2461682245E9	31.23148664758443	6.7034847396206585
1.2539325125E9	29.736666259675065	8.444708123411562
1.2616968005E9	29.56042833547648	8.217577679405808
1.2694610885E9	29.888728110034045	9.15488710485517
1.2772253765E9	28.612407860192718	8.197343042135797
1.2849896645E9	30.255537919252866	10.998434276417662
1.2927539525E9	42.61121135640512	92.0448726363176
1.3005182405E9	27.241248135051148	7.046581584320834
1.3082825285E9	26.55526508032675	9.351314050838107
1.3160468165E9	30.6890957676995	8.432920597871291
1.3238111045E9	31.012585957656388	9.685890411433936
1.3315753925E9	27.156340671546445	8.036187689436629
1.3393396805E9	30.21108232976417	6.586403985424704
1.3471039685E9	30.550759193888737	8.067897621111516
1.3548682565E9	30.8886111643463	9.021580622220583
1.3626325445E9	28.434303956782642	7.593331783254276
1.3703968325E9	29.105158129116283	6.42658952904657
1.3781611205E9	29.2905769337768	8.780770167553866
1.3859254085E9	27.864286718885236	10.212012282417428
1.3905789145E9	26.2801706591717	7.291635108010784
1.3944610585E9	29.072992578714935	11.327061421457461
1.4014539845E9	28.662168121532844	14.93315372409542
1.4092182725E9	29.324654623836725	7.173123066743738
1.4169825605E9	27.750646034768415	8.540436913146381
1.4247468485E9	29.88892233260796	9.1347685542123
1.4325111365E9	31.4261780346118	29.091333325370694
1.4402754245E9	29.176331171641237	14.432109588815385
1.4480397125E9	30.485312883808536	8.591857770155903
1.4558040005E9	29.738290362232828	8.650686606322557
1.4635682885E9	30.23940817239134	6.669924041493832
1.4713325765E9	30.36009431901547	7.3377367879173905
1.4790968645E9	33.1686383864174	41.97173085961544
1.4868611525E9	29.621777811436154	8.329685137871195
1.4946254405E9	30.15696803106737	6.705012555578662
1.5023897285E9	31.76140851550071	8.999512326704128
1.5101540165E9	29.967368933249254	9.358180404039125
1.5179183045E9	29.101975480559197	5.854066421278275
1.5256825925E9	29.819185609807363	8.86018326697934
1.5330268245E9	24.57002219469869	8.36617313160445
1.5369089685E9	30.120858885481937	8.86549552336137
1.5412111685E9	29.91856162471047	9.196172777876736
1.5489754565E9	30.446733171154907	7.689301113224279
1.5567397445E9	30.230291045360502	6.696266675425357
1.5645040325E9	30.867378438306254	9.26417475978191
1.5722683205E9	27.228592241812773	8.55118008182795
1.5800326085E9	24.397950333630078	49.197206130454965
1.5877968965E9	0.0	0.0
1.5955611845E9	8.399560011169086	33.3972625541065
1.6033254725E9	25.2417694964432	20.828375215750015
1.6110897605E9	29.58349587238392	8.04366738730203
1.6188540485E9	29.74800020298062	8.533450891596601
1.6266183365E9	28.34509783768969	7.080889837968262
1.6343826245E9	28.542556638805774	7.796049829543379
1.6421469125E9	29.490722652225163	7.693155122068832
1.6499112005E9	28.790908065234056	8.654212069514843
1.6576754885E9	28.85827586508898	9.132869702647639
1.6654397765E9	25.50061679834648	7.432327358041752
1.672102775E9	22.25567249203437	8.439737578046884
1.675984919E9	27.86583228115768	9.437795061609352
1.6809683525E9	28.793870603460356	8.63015309024865
1.6887326405E9	28.373720809944196	7.179043054547841
1.6964969285E9	29.512863510472563	7.686626916370254
1.7042612165E9	29.185763201983235	6.453821133485106
1.7120255045E9	31.863495532365622	34.644162694252934
1.7197897925E9	43.60368214059035	87.91805104615644
1.7275540805E9	30.31498342153202	7.378594053732799
1.7353183685E9	30.25783162602933	6.82873486054769
1.7430826565E9	28.56122287066116	8.331887205337965
1.7508469445E9	27.85310398068696	8.686260002940207
1.7586112325E9	29.59479272278411	8.153307327393398
1.7663755205E9	29.832943471442583	8.946961628270104
1.7741398085E9	27.338917876307526	7.255686157301242
