#Mapping quality	mapping quality
0.0	5764713.0
1.0	3.2006776E7
2.0	8116559.0
3.0	5050795.0
4.0	3861437.0
5.0	3025857.0
6.0	2460993.0
7.0	2238249.0
8.0	2193979.0
9.0	2084652.0
10.0	1867195.0
11.0	1776078.0
12.0	1728214.0
13.0	1565260.0
14.0	1545164.0
15.0	1481972.0
16.0	1313800.0
17.0	1307033.0
18.0	1291133.0
19.0	1259894.0
20.0	1281608.0
21.0	1158983.0
22.0	1122998.0
23.0	1133197.0
24.0	1168167.0
25.0	1119375.0
26.0	1062647.0
27.0	1088937.0
28.0	1073659.0
29.0	1054356.0
30.0	1254133.0
31.0	1065823.0
32.0	1038094.0
33.0	1040291.0
34.0	1091181.0
35.0	1115287.0
36.0	1122341.0
37.0	1123950.0
38.0	1139807.0
39.0	1207677.0
40.0	1313685.0
41.0	1318028.0
42.0	1368627.0
43.0	1422987.0
44.0	1407896.0
45.0	1537515.0
46.0	1563483.0
47.0	1600744.0
48.0	1735304.0
49.0	1848104.0
50.0	2087179.0
51.0	2334043.0
52.0	2753471.0
53.0	3222681.0
54.0	4225867.0
55.0	5904708.0
56.0	9191866.0
57.0	2.2513198E7
58.0	6.0197037E7
59.0	9.7605571E7
60.0	2.603816837E9
