#Coverage (X)	Coverage
1.0	94.45074758939661
2.0	94.29207173214525
3.0	94.16183129096025
4.0	94.04392118247584
5.0	93.93140007448262
6.0	93.80342793539782
7.0	93.64838476812965
8.0	93.44874008488524
9.0	93.1807617664892
10.0	92.82843520793395
11.0	92.38127676878901
12.0	91.83418459660541
13.0	91.19721627856238
14.0	90.47616986748665
15.0	89.67343821006544
16.0	88.76965088796364
17.0	87.7202594164705
18.0	86.46027589556756
19.0	84.9044292380405
20.0	82.95772785772782
21.0	80.52942981781841
22.0	77.53854011558433
23.0	73.94012391406558
24.0	69.72719325732942
25.0	64.94175096835019
26.0	59.66779870043732
27.0	54.038270219768705
28.0	48.20852343594406
29.0	42.34797395513678
30.0	36.6189511571429
31.0	31.164926059412934
32.0	26.108532706691506
33.0	21.536369706559896
34.0	17.502952169569312
35.0	14.034795921650186
36.0	11.114480594577316
37.0	8.716528384239595
38.0	6.782180712886586
39.0	5.255037332444417
40.0	4.071241257974975
41.0	3.1683516679392056
42.0	2.491669597186089
43.0	1.9920315529602703
44.0	1.6265919756077807
45.0	1.3609914027068015
46.0	1.1683041832224887
47.0	1.0288196873133444
48.0	0.9278013087319721
49.0	0.8528051499488072
50.0	0.7962769764239539
51.0	0.7528385742320722
