#Coverage (X)	Coverage
1.0	93.62154086960423
2.0	93.43300335469314
3.0	93.29553591439692
4.0	93.17963181736998
5.0	93.07467154465097
6.0	92.9771077972197
7.0	92.87763263812332
8.0	92.77522417709315
9.0	92.66547776021783
10.0	92.53950020205058
11.0	92.38086269345565
12.0	92.16385028686709
13.0	91.84884672725046
14.0	91.36914087214832
15.0	90.6430973832064
16.0	89.56460887667723
17.0	88.01102697939292
18.0	85.87273439128114
19.0	83.03798341721858
20.0	79.43833960791142
21.0	75.04662377972953
22.0	69.90700778914308
23.0	64.1259641854015
24.0	57.855994659868124
25.0	51.29889096976698
26.0	44.669389685089726
27.0	38.195823181992914
28.0	32.071343822438735
29.0	26.447014144516828
30.0	21.430379815883313
31.0	17.078530909646418
32.0	13.406221773539428
33.0	10.38449662824074
34.0	7.9642805274309865
35.0	6.065902028308514
36.0	4.60899252173283
37.0	3.511407028262852
38.0	2.700245685738878
39.0	2.1124763756217106
40.0	1.690925050583104
41.0	1.3916124668002112
42.0	1.181220886521487
43.0	1.0324574002943478
44.0	0.9254699293706494
45.0	0.8470116693380589
46.0	0.7873673052407781
47.0	0.7408277814699176
48.0	0.7032075240960296
49.0	0.6717960140182981
50.0	0.6441811497244885
51.0	0.6194546379736607
