#Mapping quality	mapping quality
0.0	5552226.0
1.0	3.0880767E7
2.0	6712560.0
3.0	4686176.0
4.0	3591316.0
5.0	2871963.0
6.0	2578088.0
7.0	2267363.0
8.0	2026827.0
9.0	1865824.0
10.0	1692695.0
11.0	1627592.0
12.0	1547012.0
13.0	1420108.0
14.0	1410444.0
15.0	1345927.0
16.0	1244632.0
17.0	1228778.0
18.0	1183071.0
19.0	1146490.0
20.0	1196706.0
21.0	1080184.0
22.0	1043945.0
23.0	1007806.0
24.0	1016649.0
25.0	996495.0
26.0	1009221.0
27.0	983320.0
28.0	987715.0
29.0	974002.0
30.0	1098071.0
31.0	948150.0
32.0	948542.0
33.0	953329.0
34.0	1013989.0
35.0	1094552.0
36.0	1111473.0
37.0	1096093.0
38.0	1081095.0
39.0	1156366.0
40.0	1182340.0
41.0	1151025.0
42.0	1204529.0
43.0	1262231.0
44.0	1284317.0
45.0	1363704.0
46.0	1416573.0
47.0	1463690.0
48.0	1625921.0
49.0	1759181.0
50.0	1979748.0
51.0	2252076.0
52.0	2601257.0
53.0	3161666.0
54.0	3943738.0
55.0	5578849.0
56.0	9298853.0
57.0	2.6368647E7
58.0	5.6661396E7
59.0	8.9673601E7
60.0	2.594707393E9
