#Coverage (X)	Coverage
1.0	99.12190547483733
2.0	98.70423742488781
3.0	98.37305148631773
4.0	98.08523530488435
5.0	97.8299195750368
6.0	97.58073560941628
7.0	97.33656718281134
8.0	97.09355963555895
9.0	96.83265065374513
10.0	96.5521230097634
11.0	96.23245623564557
12.0	95.86391200744947
13.0	95.44117221585849
14.0	94.94311115352114
15.0	94.36807097129015
16.0	93.71394493683103
17.0	92.98035008955705
18.0	92.18499484393838
19.0	91.31651555511769
20.0	90.37400367813466
21.0	89.34636618762515
22.0	88.20951217445595
23.0	86.92737411672817
24.0	85.46560589043554
25.0	83.77002912659384
26.0	81.7808852604562
27.0	79.46356614572854
28.0	76.76586903837985
29.0	73.6732965159726
30.0	70.17796696220384
31.0	66.26233707385654
32.0	61.98159205531229
33.0	57.384417463327395
34.0	52.53405623297916
35.0	47.53017679219259
36.0	42.48059524945316
37.0	37.50647384798948
38.0	32.7078457232915
39.0	28.164599507674623
40.0	23.932915275404397
41.0	20.079253754365084
42.0	16.630556436760187
43.0	13.612870994151024
44.0	11.03365107524236
45.0	8.85786005287595
46.0	7.050247781241737
47.0	5.594285491509936
48.0	4.431550939017399
49.0	3.5277640185957893
50.0	2.826688485432797
51.0	2.290080377357768
