#Coverage (X)	Coverage
1.0	93.5521662503525
2.0	93.35950292230656
3.0	93.22103629182804
4.0	93.10397626132774
5.0	92.99742250694683
6.0	92.89357891748101
7.0	92.78842458317304
8.0	92.67382884828415
9.0	92.53707222657728
10.0	92.36444019526591
11.0	92.12312636421663
12.0	91.7523184579409
13.0	91.17299432050312
14.0	90.27831771829224
15.0	88.93291048831803
16.0	86.99102068913783
17.0	84.31894120610124
18.0	80.8101333216221
19.0	76.40301414862925
20.0	71.11798945478469
21.0	65.05440013058919
22.0	58.3962250628399
23.0	51.38458315163216
24.0	44.27805729453037
25.0	37.35601600487198
26.0	30.861605380957002
27.0	24.971101284831548
28.0	19.79762085469848
29.0	15.397182075617863
30.0	11.76947915649788
31.0	8.869756832550735
32.0	6.6140191174389145
33.0	4.909930818080326
34.0	3.650975369597191
35.0	2.7392479114881354
36.0	2.0935948302093124
37.0	1.6460513267633274
38.0	1.337770051572818
39.0	1.1275356975656905
40.0	0.9849778997578227
41.0	0.8852068345717328
42.0	0.8143952837569088
43.0	0.7617645057607803
44.0	0.7204869907925655
45.0	0.6873112493256457
46.0	0.6593551109682068
47.0	0.6348543765297734
48.0	0.6125807620491202
49.0	0.5918770597790513
50.0	0.5727152246483911
51.0	0.5541667426301018
