#Coverage (X)	Coverage
1.0	94.39998382105281
2.0	94.26842265342744
3.0	94.16655503402825
4.0	94.07460017203775
5.0	93.99085114975983
6.0	93.91552885030393
7.0	93.8433552943102
8.0	93.77227118146608
9.0	93.69842206931396
10.0	93.61807055768529
11.0	93.52360599991076
12.0	93.40397783297868
13.0	93.25623282395756
14.0	93.06389882425606
15.0	92.81401308642846
16.0	92.50180865674605
17.0	92.12201898638891
18.0	91.68164178749711
19.0	91.18780424319951
20.0	90.65280896311253
21.0	90.09801273581935
22.0	89.53245898591953
23.0	88.96785619254345
24.0	88.40192874448509
25.0	87.8237142065856
26.0	87.20162719576571
27.0	86.50905689991819
28.0	85.69893602631504
29.0	84.71400735837562
30.0	83.496758408194
31.0	81.98960797582994
32.0	80.13773915227972
33.0	77.89591285502935
34.0	75.23164448779312
35.0	72.12181843998096
36.0	68.56177072931948
37.0	64.58482318279563
38.0	60.23021542720321
39.0	55.58517191633301
40.0	50.735745296541396
41.0	45.78634952513672
42.0	40.83717495882848
43.0	35.994660917803586
44.0	31.34962568200031
45.0	26.972954827053954
46.0	22.929516731393733
47.0	19.257922277720567
48.0	15.982807499427082
49.0	13.126617694483599
50.0	10.675115626342972
51.0	8.605354051438312
