#Position (bp)	mapping quality
3882144.5	56.168841803369055
1.16464325E7	57.8163307669616
1.94107205E7	58.38384066041696
2.71750085E7	59.13884434134301
3.49392965E7	59.24218421259884
4.27035845E7	59.29844159219251
5.04678725E7	59.314836936620175
5.82321605E7	59.29092302753745
6.59964485E7	59.37127083025712
7.37607365E7	59.36220305690231
8.15250245E7	59.27075867883678
8.92893125E7	59.32145266678141
9.70536005E7	59.368963367291876
1.048178885E8	57.74382547767904
1.125821765E8	59.27243018270157
1.203464645E8	23.931118851438335
1.281107525E8	9.044494841284422
1.358750405E8	0.0
1.436393285E8	31.910989215220162
1.514036165E8	53.80852443926948
1.591679045E8	58.58946292504779
1.669321925E8	59.40031627459815
1.746964805E8	59.351056717896434
1.824607685E8	59.325867769752875
1.902250565E8	59.4161253796645
1.979893445E8	59.3091614483809
2.057536325E8	59.01432905271775
2.135179205E8	59.32819758705902
2.212822085E8	59.236333061965155
2.290464965E8	58.14202116969871
2.368107845E8	59.2609840980597
2.445750725E8	59.16880924754287
2.487068195E8	49.209435958667356
2.525889635E8	59.17209936927216
2.601036485E8	59.32242738322624
2.678679365E8	59.380700856172076
2.756322245E8	59.31762141250334
2.833965125E8	18.11713497944075
2.911608005E8	59.29307626333076
2.989250885E8	59.37954484577771
3.066893765E8	59.32995457312438
3.144536645E8	59.33763133854231
3.222179525E8	59.26687136543199
3.299822405E8	59.40336081849591
3.377465285E8	45.01585697697338
3.455108165E8	53.97978326902301
3.532751045E8	59.11693841316356
3.610393925E8	53.76818768308681
3.688036805E8	59.33409090762914
3.765679685E8	57.91196113566905
3.843322565E8	59.16758690415563
3.920965445E8	59.44012275971808
3.998608325E8	59.31703139886366
4.076251205E8	59.34569748036981
4.153894085E8	59.35578021628109
4.231536965E8	59.29063622094409
4.309179845E8	59.400115498613715
4.386822725E8	59.402292969432004
4.464465605E8	59.306112423123345
4.542108485E8	59.28814135851396
4.619751365E8	59.35757549069485
4.697394245E8	59.296642468180885
4.775037125E8	59.28140485743921
4.852680005E8	59.271189062016106
4.90150048E8	58.51135927421208
4.94032192E8	58.98882935203073
5.007965765E8	59.288401133979605
5.085608645E8	59.32384282040262
5.163251525E8	59.34477784894812
5.240894405E8	59.35432090560189
5.318537285E8	59.33907906874149
5.396180165E8	59.255092658476414
5.473823045E8	59.3302784921997
5.551465925E8	59.3677384546607
5.629108805E8	59.27116347478816
5.706751685E8	59.17612185592619
5.784394565E8	56.07774949316988
5.862037445E8	48.93565641809259
5.939680325E8	59.346254383851004
6.017323205E8	59.38499909715684
6.094966085E8	59.34376535460374
6.172608965E8	59.27276341490361
6.250251845E8	59.25219887325281
6.327894725E8	59.3559511047431
6.405537605E8	59.33299884913372
6.483180485E8	59.35829207976662
6.560823365E8	59.392885502417215
6.638466245E8	59.35860768174314
6.716109125E8	59.312961706312045
6.793752005E8	59.166015612200255
6.863514275E8	58.153801085014145
6.902335715E8	57.72416574656709
6.949037765E8	56.56698983652794
7.026680645E8	58.838374721899605
7.104323525E8	59.25070770560753
7.181966405E8	59.36662219089985
7.259609285E8	59.35058854640364
7.337252165E8	59.362590619767545
7.414895045E8	35.93833665774927
7.492537925E8	59.3099080079338
7.570180805E8	59.340963848875674
7.647823685E8	59.32357558394063
7.725466565E8	59.33077358334767
7.803109445E8	59.30587971444104
7.880752325E8	59.37606321666763
7.958395205E8	59.33539413539576
8.036038085E8	59.35470830419366
8.113680965E8	59.316362314148535
8.191323845E8	59.14679265280508
8.268966725E8	59.339007160023115
8.346609605E8	59.308266783482736
8.424252485E8	59.3704089464443
8.501895365E8	59.352878648639894
8.579538245E8	59.33482716724164
8.657181125E8	59.3505908919561
8.734824005E8	59.25269517289763
8.78512305E8	56.30124923092888
8.82394449E8	59.12845205836408
8.890109765E8	59.311648876262325
8.967752645E8	58.922727835527745
9.045395525E8	59.35203923090327
9.123038405E8	59.171611957013155
9.200681285E8	59.37865404644962
9.278324165E8	45.654098681262035
9.355967045E8	59.28680261487502
9.433609925E8	59.42513055650391
9.511252805E8	51.60214270576578
9.588895685E8	59.32413982033566
9.666538565E8	59.34214652959536
9.744181445E8	59.364066282946865
9.821824325E8	59.25295350690631
9.899467205E8	59.365593320952605
9.977110085E8	59.38767077500551
1.0054752965E9	59.369471507883
1.0132395845E9	59.35178435086661
1.0210038725E9	59.286298486621845
1.0287681605E9	59.2755551467763
1.0365324485E9	59.27958381919758
1.0442967365E9	59.353808280079114
1.0520610245E9	58.73578101668541
1.0585707465E9	56.9035753339221
1.0624528905E9	58.713186820078086
1.0675896005E9	59.30555738631541
1.0753538885E9	59.30582103662053
1.0831181765E9	59.31704194290723
1.0908824645E9	57.886293521995
1.0986467525E9	59.2969979373424
1.1064110405E9	59.27760380448927
1.1141753285E9	59.342217043649605
1.1219396165E9	45.532730183154875
1.1297039045E9	59.35892243459388
1.1374681925E9	59.31397047510972
1.1452324805E9	59.29662317498242
1.1529967685E9	59.38574246224922
1.1607610565E9	59.35252446911554
1.1685253445E9	59.31339189254545
1.1762896325E9	59.39891169077417
1.1840539205E9	59.412590659103316
1.1918182085E9	59.37251151227273
1.1995824965E9	59.38565157832346
1.2073467845E9	59.37909148004166
1.2151110725E9	59.29306843827919
1.2228753605E9	58.80923970018507
1.229380904E9	58.623957800327034
1.233263048E9	58.880887996656995
1.2384039365E9	58.68412766174277
1.2461682245E9	59.38653350200645
1.2539325125E9	59.346080790118556
1.2616968005E9	59.220678750101804
1.2694610885E9	59.35686434709451
1.2772253765E9	59.323215217528514
1.2849896645E9	58.91690019738695
1.2927539525E9	36.39135740186316
1.3005182405E9	58.268955648224946
1.3082825285E9	54.80354705170991
1.3160468165E9	59.4030856106566
1.3238111045E9	59.362933304800414
1.3315753925E9	57.368143003023754
1.3393396805E9	59.33392420496138
1.3471039685E9	59.326258054779615
1.3548682565E9	59.38571062957547
1.3626325445E9	59.31326407370008
1.3703968325E9	59.287201004188205
1.3781611205E9	55.942663891922635
1.3859254085E9	59.105265521751676
1.3905789145E9	58.84153920142966
1.3944610585E9	57.35971695913602
1.4014539845E9	51.84647278342471
1.4092182725E9	59.36990904639769
1.4169825605E9	59.30365142202288
1.4247468485E9	59.35617103180845
1.4325111365E9	51.789162876402436
1.4402754245E9	56.36003648988502
1.4480397125E9	59.34007947287811
1.4558040005E9	59.341709651064484
1.4635682885E9	59.28730291839596
1.4713325765E9	59.384373322958474
1.4790968645E9	54.13113159915182
1.4868611525E9	59.3452404835446
1.4946254405E9	59.37351107175983
1.5023897285E9	59.38992808477617
1.5101540165E9	59.40206974271941
1.5179183045E9	59.26735198531952
1.5256825925E9	59.27869069671099
1.5330268245E9	59.223484673507194
1.5369089685E9	57.2978415945155
1.5412111685E9	59.356241962691435
1.5489754565E9	59.39747746750497
1.5567397445E9	59.34105805617683
1.5645040325E9	59.4081413595348
1.5722683205E9	57.34558397390555
1.5800326085E9	29.577194755953762
1.5877968965E9	0.0
1.5955611845E9	18.55426483644437
1.6033254725E9	40.03282192528966
1.6110897605E9	59.33799951477816
1.6188540485E9	59.299299529416984
1.6266183365E9	59.25646346503219
1.6343826245E9	59.25579578767355
1.6421469125E9	59.347084137150965
1.6499112005E9	59.059738792005255
1.6576754885E9	59.349638353306204
1.6654397765E9	59.1147604441211
1.672102775E9	58.58942953329241
1.675984919E9	58.24522787569024
1.6809683525E9	59.23751493302968
1.6887326405E9	59.292963042074824
1.6964969285E9	59.319056556589445
1.7042612165E9	59.21969757633593
1.7120255045E9	49.352568118825
1.7197897925E9	46.85882733279394
1.7275540805E9	59.28137725563214
1.7353183685E9	59.380222133796956
1.7430826565E9	59.290071243126455
1.7508469445E9	59.25451420046379
1.7586112325E9	58.82797833542573
1.7663755205E9	59.344392391526746
1.7741398085E9	59.29608916596001
1.7819040965E9	59.28886734632661
1.7896683845E9	59.33701596715167
1.7974326725E9	59.30237813211428
1.804997934E9	57.81788935467304
1.808880078E9	43.97888622240793
1.8129612485E9	58.422756180047024
1.8207255365E9	59.354707848469886
1.8284898245E9	59.31757192473796
1.8362541125E9	59.31371830266707
1.8440184005E9	59.360330944760776
1.8517826885E9	59.35304629737009
1.8595469765E9	32.648076446271084
1.8673112645E9	59.16606117225833
1.8750755525E9	59.19479731203635
1.8828398405E9	59.25648309709212
1.8906041285E9	59.38224972456339
1.8983684165E9	58.18362303646767
1.9061327045E9	59.33887766022412
1.9138969925E9	59.30527116592808
1.9216612805E9	59.36630254025114
1.9294255685E9	59.295624739525465
1.9371898565E9	59.351173325808844
1.942419837E9	59.188123362219336
1.946301981E9	59.160752235506365
1.9527184325E9	59.11923007028225
1.9604827205E9	59.37123940281653
1.9682470085E9	59.33792515042905
1.9760112965E9	47.590309358802884
1.9837755845E9	51.03653326308894
1.9915398725E9	59.26166522253855
1.9993041605E9	59.29958899152534
2.0070684485E9	59.36406550375206
2.0148327365E9	59.32717809429302
2.0225970245E9	59.376552289466325
2.0303613125E9	59.35560103462593
2.0381256005E9	59.326438927530724
2.0458898885E9	59.34602409819189
2.0536541765E9	59.27143299984764
2.0614184645E9	59.30555282822756
2.0691827525E9	59.191298244975826
2.0750539395E9	59.08580112024058
2.0789360835E9	0.0
2.0847113285E9	0.0
2.0924756165E9	12.237654871903397
2.1002399045E9	59.27246880324773
2.1080041925E9	59.33372466435698
2.1157684805E9	59.35689619666448
2.1235327685E9	59.31707111959892
2.1312970565E9	58.59816988774728
2.1390613445E9	59.305256918060806
2.1468256325E9	59.38461988692817
2.1545899205E9	59.37652700228076
2.1623542085E9	59.40135835018135
2.1701184965E9	59.379042921861206
2.1778827845E9	59.32794826497621
2.1856470725E9	59.14152401048957
2.1904682635E9	58.95693708424121
2.1943504075E9	0.0
2.2011756485E9	0.0
2.2089399365E9	41.57933684743603
2.2167042245E9	59.2917823402311
2.2244685125E9	59.282409557883696
2.2322328005E9	59.36619405599373
2.2399970885E9	59.34607283938107
2.2477613765E9	59.365563283822866
2.2555256645E9	59.278854152509226
2.2632899525E9	59.3253739021856
2.2710542405E9	59.307172863674865
2.2788185285E9	59.32894989898672
2.2865828165E9	59.336886550600205
2.2943471045E9	59.14528109401444
2.2983401385E9	59.04424953348169
2.3022222825E9	0.0
2.3098756805E9	0.0
2.3176399685E9	29.13284492140786
2.3254042565E9	54.47357369509574
2.3331685445E9	56.743486292517694
2.3409328325E9	59.013195022481995
2.3486971205E9	59.35050869220139
2.3564614085E9	59.296438270196944
2.3642256965E9	59.12353832588044
2.3719899845E9	58.7995168909772
2.3797542725E9	57.52686443853093
2.3875185605E9	59.23535189993991
2.3952828485E9	59.36205607126417
2.399803605E9	57.11146300368001
2.403685749E9	58.829349530652664
2.4108114245E9	59.301565393735295
2.4185757125E9	53.50887907400889
2.4263400005E9	56.2134033860414
2.4341042885E9	40.02563120140371
2.4418685765E9	1.4720324910205607
2.4496328645E9	52.219764966808725
2.4573971525E9	59.30962437633177
2.4651614405E9	59.33570881382953
2.4729257285E9	58.72817345559235
2.4806900165E9	59.28621720234249
2.4876763615E9	58.38157566656148
2.4915585055E9	58.428101487589295
2.4962185925E9	59.078677224264
2.5039828805E9	59.203388570760126
2.5117471685E9	42.15370442813397
2.5195114565E9	46.63336799389717
2.5272757445E9	56.34279389987177
2.5350400325E9	55.961516418267486
2.5428043205E9	59.332186924170514
2.5505686085E9	59.17573058472661
2.5583328965E9	59.1435279656883
2.5660971845E9	59.17035928451666
2.572008666E9	58.8667110109182
2.57589081E9	57.92870392059846
2.5816257605E9	59.322729048833835
2.5893900485E9	36.2066734221512
2.5971543365E9	54.30529988499013
2.6049186245E9	59.37021760059343
2.6126829125E9	59.3865891528126
2.6204472005E9	59.26485505192211
2.6282114885E9	59.34870817677161
2.6359757765E9	59.38444046006239
2.6437400645E9	59.348489599045024
2.6510167485E9	59.20418832166584
2.6548988925E9	49.371555648056706
2.6592686405E9	58.93113845499918
2.6670329285E9	58.61118655736187
2.6747972165E9	59.11011833914659
2.6825615045E9	58.560551043736545
2.6903257925E9	57.70829836176297
2.6980900805E9	59.12117937304265
