#GC Content (%)	Sample
1.0	8.482832362488787E-6
2.0	2.498818835461813E-5
3.0	2.973101226271506E-5
4.0	3.0988641479246826E-5
5.0	2.9911847836334012E-5
6.0	3.079958610682702E-5
7.0	3.144895021209506E-5
8.0	3.058587133800463E-5
9.0	3.09311028876408E-5
10.0	3.3035371380661275E-5
11.0	3.561638820413171E-5
12.0	4.4082780969018766E-5
13.0	5.916611176859912E-5
14.0	1.5156487008908019E-4
15.0	1.1235642980897211E-4
16.0	8.83381777128556E-5
17.0	8.412964072681466E-5
18.0	8.649694278146269E-5
19.0	9.247273650968883E-5
20.0	1.0312559575560496E-4
21.0	1.3746791514560318E-4
22.0	2.3695214003242664E-4
23.0	2.5494527960751186E-4
24.0	3.705238705464216E-4
25.0	8.35526108509942E-4
26.0	0.0014153013971298879
27.0	0.003056491085106243
28.0	0.005653544736037149
29.0	0.00938525941343894
30.0	0.014378326876229287
31.0	0.02032018105520664
32.0	0.026672112776560165
33.0	0.03285784838595907
34.0	0.03883965078710861
35.0	0.0449362755577074
36.0	0.051851140199937897
37.0	0.05894011662036823
38.0	0.0630609730126004
39.0	0.06711502709997796
40.0	0.06376571390238985
41.0	0.05767856655980846
42.0	0.052988924749953106
43.0	0.047640540044397925
44.0	0.04332499771756737
45.0	0.03955206074917927
46.0	0.03579888417710842
47.0	0.03180983225864807
48.0	0.027731250291648735
49.0	0.02376603578971089
50.0	0.020162056785674475
51.0	0.018357219123371772
52.0	0.012467445589596674
53.0	0.011611353544486978
54.0	0.009825889947957906
55.0	0.008360201184178738
56.0	0.0072179697230122615
57.0	0.006132882303109372
58.0	0.005214558161278355
59.0	0.004458829859527173
60.0	0.0038235133904098075
61.0	0.003286924924689587
62.0	0.0028069133341156946
63.0	0.002343513956918341
64.0	0.0019399464951924575
65.0	0.001593934064670204
66.0	0.0013297168520153208
67.0	0.0011158376872169116
68.0	9.003556616523347E-4
69.0	6.871998391484013E-4
70.0	5.695087599176702E-4
71.0	4.7524410726939366E-4
72.0	4.0999534438815723E-4
73.0	3.644987580253903E-4
74.0	3.2386007275393236E-4
75.0	2.914740654785391E-4
76.0	2.719849225216972E-4
77.0	2.4894482648288313E-4
78.0	1.8714837909800843E-4
79.0	1.5214847580394134E-4
80.0	1.4601650589849883E-4
81.0	1.3923517188778832E-4
82.0	1.2997145863921772E-4
83.0	1.353883060489853E-4
84.0	1.708731774723032E-4
85.0	2.0280709581364909E-4
86.0	2.5357257320776796E-4
87.0	3.205803730323887E-4
88.0	3.937694615552571E-4
89.0	4.613773066923407E-4
90.0	5.199926919412821E-4
91.0	5.624972715405356E-4
92.0	5.826275588038447E-4
93.0	5.829152517618748E-4
94.0	5.623575349609208E-4
95.0	5.286892390725933E-4
96.0	4.988102704314627E-4
97.0	4.3811527608590337E-4
98.0	3.375871367513706E-4
99.0	2.1201327047061364E-4
100.0	3.77009291800301E-4
