#GC Content (%)	Sample
1.0	1.7258281586738735E-5
2.0	2.0861659060892977E-5
3.0	2.5176229457577665E-5
4.0	3.0391644222800906E-5
5.0	2.977527702327452E-5
6.0	3.0083460623037715E-5
7.0	2.9348561269756262E-5
8.0	3.0130873484539742E-5
9.0	3.1576965760351645E-5
10.0	3.2430397267388175E-5
11.0	3.864148212415404E-5
12.0	5.426401998907276E-5
13.0	5.213044122148144E-5
14.0	4.599047565696861E-5
15.0	4.281381393633263E-5
16.0	4.828999943981704E-5
17.0	5.540192866512146E-5
18.0	6.161301352188734E-5
19.0	7.69984870792959E-5
20.0	1.0779314062486405E-4
21.0	2.3787032615568197E-4
22.0	6.154900615885959E-4
23.0	5.360023992804435E-4
24.0	5.575752512638669E-4
25.0	0.001138382804663728
26.0	0.0018143479710981628
27.0	0.0038095523023958175
28.0	0.006764108473325535
29.0	0.010980154943809002
30.0	0.01635120242691266
31.0	0.022531563749425207
32.0	0.02894315759748315
33.0	0.03507548969129414
34.0	0.04093432069353068
35.0	0.046717267410933225
36.0	0.05340534936084025
37.0	0.05988389016933906
38.0	0.06291774435113093
39.0	0.0674398882554715
40.0	0.06406285978212795
41.0	0.05695782912817207
42.0	0.050780312577349634
43.0	0.045556339790625275
44.0	0.041871293662533796
45.0	0.03817107541876165
46.0	0.034529080168914005
47.0	0.030860486303763722
48.0	0.027068950888738674
49.0	0.02338454483427747
50.0	0.019773557595852153
51.0	0.01805666676157141
52.0	0.01228763571901972
53.0	0.011453240475876253
54.0	0.009606225043203192
55.0	0.008143751623742342
56.0	0.00704083363948213
57.0	0.0060526073671953295
58.0	0.005138653342451459
59.0	0.004393512811085564
60.0	0.003785371743029782
61.0	0.0032377768991120924
62.0	0.0027807880335247812
63.0	0.002340417375893931
64.0	0.0019441643858907193
65.0	0.0016089317486406198
66.0	0.0013429455956142345
67.0	0.0011178530356333494
68.0	8.723729452065918E-4
69.0	6.667433648722897E-4
70.0	5.277288549483393E-4
71.0	4.296790573621423E-4
72.0	3.5434002043541744E-4
73.0	3.227156418135638E-4
74.0	2.9938851395456525E-4
75.0	2.756109639112975E-4
76.0	2.8767753716356397E-4
77.0	2.8473793975043813E-4
78.0	2.079765169786524E-4
79.0	1.4866302723961347E-4
80.0	1.4719322853305055E-4
81.0	1.2735094599445124E-4
82.0	6.0712169153348776E-5
83.0	4.1272895937516675E-5
84.0	4.096471233775349E-5
85.0	2.375384361251678E-5
86.0	6.54297488728007E-6
87.0	3.2714874436400353E-6
88.0	1.5646244295669736E-6
89.0	1.2327343990527668E-6
90.0	9.956700915426193E-7
91.0	1.1379086760487079E-6
92.0	7.586057840324719E-7
93.0	7.111929225304424E-7
94.0	6.637800610284129E-7
95.0	5.215414765223245E-7
96.0	3.7930289201623595E-7
97.0	3.0818359976319164E-7
98.0	4.0300932276725074E-7
99.0	2.3706430751014747E-7
100.0	3.555964612652212E-7
