#Coverage (X)	Coverage
1.0	93.498225403687
2.0	93.2309956085627
3.0	93.00877277549527
4.0	92.73141204454402
5.0	92.30134631961245
6.0	91.52577198290132
7.0	90.14091934421609
8.0	87.82013818632144
9.0	84.26115261430859
10.0	79.25681410136497
11.0	72.78835302477329
12.0	65.04529176120366
13.0	56.449123356040474
14.0	47.50346525913733
15.0	38.74836595078845
16.0	30.624127928892364
17.0	23.476970495023167
18.0	17.480757184323835
19.0	12.679960299371487
20.0	8.991395067976981
21.0	6.26614792575387
22.0	4.329217370962667
23.0	2.9911904703280925
24.0	2.0923044671468034
25.0	1.5065498621371773
26.0	1.1292720448772258
27.0	0.8878392396166817
28.0	0.7338887675672083
29.0	0.632793659474217
30.0	0.5639373749593659
31.0	0.5145101426195993
32.0	0.4765700877176613
33.0	0.4466882092718123
34.0	0.42215324761103545
35.0	0.4008668453948161
36.0	0.3816853046573101
37.0	0.3643315233519644
38.0	0.34850505537183096
39.0	0.33380959906814667
40.0	0.3198406421226565
41.0	0.30712830399789937
42.0	0.2953717844011692
43.0	0.2843576059250097
44.0	0.2738838182979606
45.0	0.2637556837582764
46.0	0.25435308261566547
47.0	0.24578149782441017
48.0	0.23769466452176857
49.0	0.23012790468601452
50.0	0.22303343544042775
51.0	0.21594846481252716
