#Coverage (X)	Coverage
1.0	93.29296230418547
2.0	92.80990417761322
3.0	91.91479244211658
4.0	89.9532472338722
5.0	86.15279198908274
6.0	79.88933893385956
7.0	71.08023331887998
8.0	60.27871685020707
9.0	48.56209585895292
10.0	37.07881942291369
11.0	26.844197425976176
12.0	18.45840347138119
13.0	12.150024530437761
14.0	7.704989837955409
15.0	4.7555846561575095
16.0	2.9313763868620697
17.0	1.845909777203559
18.0	1.2257601302042076
19.0	0.8763219241919415
20.0	0.6815589830560214
21.0	0.569780988952246
22.0	0.5013319858442031
23.0	0.45535165696558977
24.0	0.4212659479251215
25.0	0.39359412412395045
26.0	0.3704738769205136
27.0	0.3506589554767743
28.0	0.3325985414136028
29.0	0.31618325573354866
30.0	0.3011664885627283
31.0	0.2872032629865515
32.0	0.274339751946556
33.0	0.2630542993892533
34.0	0.2521571954008124
35.0	0.24255786017680236
36.0	0.23372846036266992
37.0	0.22589029765096313
38.0	0.2186033123542046
39.0	0.21155871890110234
40.0	0.20447819169434922
41.0	0.19795821172540684
42.0	0.1917897128092534
43.0	0.18581942911488625
44.0	0.18005347839604724
45.0	0.17454685603917142
46.0	0.1694904359615208
47.0	0.16469817405143772
48.0	0.1599986766075574
49.0	0.15578029219874168
50.0	0.1517656611887901
51.0	0.1479117983078737
