#Coverage (X)	Coverage
1.0	93.7432423110864
2.0	93.62251043697887
3.0	93.52945289817143
4.0	93.44997100914019
5.0	93.37906160646392
6.0	93.31286223020776
7.0	93.248891100864
8.0	93.18833061924072
9.0	93.13165716516345
10.0	93.07773348040718
11.0	93.02499229305505
12.0	92.97015316694556
13.0	92.91439956544397
14.0	92.85783697150455
15.0	92.79560421799069
16.0	92.7308313409175
17.0	92.66051465198436
18.0	92.58239212783829
19.0	92.49219647423914
20.0	92.38257006193359
21.0	92.25130914722295
22.0	92.08603162189061
23.0	91.87309724556016
24.0	91.5981055664539
25.0	91.2392121788154
26.0	90.7751256896293
27.0	90.18030499213249
28.0	89.4245439347312
29.0	88.47970030275762
30.0	87.31289023599652
31.0	85.8873280352828
32.0	84.16468262465325
33.0	82.11020638630943
34.0	79.69928128593425
35.0	76.92117015050198
36.0	73.77846207780073
37.0	70.26370966859042
38.0	66.40366718020454
39.0	62.23868486933374
40.0	57.80860187044145
41.0	53.19449786884715
42.0	48.467880712339515
43.0	43.69783916007623
44.0	38.99226772047247
45.0	34.415113695831025
46.0	30.041409983656322
47.0	25.941926051057067
48.0	22.171764345144
49.0	18.75622428920809
50.0	15.711312696170552
51.0	13.043051367652154
