#Mapping quality	mapping quality
0.0	1.8858162E7
1.0	5.3871695E7
2.0	1.2077595E7
3.0	9010962.0
4.0	7683214.0
5.0	6734184.0
6.0	6012835.0
7.0	5333092.0
8.0	4753918.0
9.0	4329810.0
10.0	4142158.0
11.0	4016958.0
12.0	3585167.0
13.0	3410787.0
14.0	3326816.0
15.0	3206725.0
16.0	3013501.0
17.0	2832048.0
18.0	2687317.0
19.0	2583424.0
20.0	2595418.0
21.0	2473073.0
22.0	2235714.0
23.0	2218902.0
24.0	2206041.0
25.0	2095033.0
26.0	1973355.0
27.0	1836676.0
28.0	1761705.0
29.0	1655182.0
30.0	1662121.0
31.0	1541168.0
32.0	1541432.0
33.0	1463931.0
34.0	1427924.0
35.0	1454426.0
36.0	1479284.0
37.0	1459959.0
38.0	1448028.0
39.0	1414707.0
40.0	1419998.0
41.0	1380148.0
42.0	1339513.0
43.0	1402044.0
44.0	1444551.0
45.0	1471910.0
46.0	1463389.0
47.0	1532831.0
48.0	1592043.0
49.0	1645604.0
50.0	1776267.0
51.0	1980578.0
52.0	2243241.0
53.0	2654936.0
54.0	3472984.0
55.0	5457251.0
56.0	1.2549389E7
57.0	4.4006018E7
58.0	2.01502918E8
59.0	2.31232459E8
60.0	2.313870559E9
