#Coverage (X)	Coverage
1.0	97.29127107425644
2.0	96.92509159079214
3.0	96.65967183498465
4.0	96.43213576070208
5.0	96.21520206157648
6.0	96.0128429031034
7.0	95.81386603918702
8.0	95.6217021717827
9.0	95.43281303763109
10.0	95.2521130302686
11.0	95.0695311331543
12.0	94.88401961000721
13.0	94.68824757893154
14.0	94.47364879095208
15.0	94.23223102094505
16.0	93.9450821173776
17.0	93.59119952465667
18.0	93.14527242870766
19.0	92.57436275453009
20.0	91.85191418396673
21.0	90.94061436469762
22.0	89.7944207069439
23.0	88.37483091534634
24.0	86.63819964101086
25.0	84.54524044646224
26.0	82.07467059703521
27.0	79.19721285532286
28.0	75.89406856573436
29.0	72.1814572222615
30.0	68.08680208139752
31.0	63.65372241170844
32.0	58.91599704996523
33.0	53.95740617913932
34.0	48.85051476745328
35.0	43.72555510975909
36.0	38.66598845837375
37.0	33.77627855704904
38.0	29.144718897000885
39.0	24.834760863456722
40.0	20.90086473674569
41.0	17.38367284269259
42.0	14.29242531643817
43.0	11.633471964017772
44.0	9.386296132335119
45.0	7.5102513573583565
46.0	5.977076283391028
47.0	4.745624653643674
48.0	3.7688340829737967
49.0	3.008923318500578
50.0	2.424709244520656
51.0	1.9815096440417648
