#Coverage (X)	Coverage
1.0	93.56483721314262
2.0	93.36280341826065
3.0	93.19118152469095
4.0	93.0305341729928
5.0	92.85675367830741
6.0	92.62333986368021
7.0	92.26794119457828
8.0	91.67302506012284
9.0	90.67388169472906
10.0	89.04212791268546
11.0	86.53227818665475
12.0	82.89191647585476
13.0	77.98324282397313
14.0	71.80595787965883
15.0	64.50194970767672
16.0	56.377958070263574
17.0	47.91050952248931
18.0	39.512647010657204
19.0	31.608085355124544
20.0	24.545484326035876
21.0	18.545109815826024
22.0	13.647865190522808
23.0	9.819082202133117
24.0	6.934468959041155
25.0	4.843609408736043
26.0	3.38374869774718
27.0	2.397362587670216
28.0	1.7515914659425533
29.0	1.3349272601959967
30.0	1.0703139317581503
31.0	0.9007999263453428
32.0	0.7890961824529796
33.0	0.7110955626002351
34.0	0.6546937367898522
35.0	0.6128523259186096
36.0	0.5785244826241183
37.0	0.5494995726850505
38.0	0.5242384658518233
39.0	0.5015697732731894
40.0	0.4806295071248883
41.0	0.4612960207032444
42.0	0.44352352745117685
43.0	0.4272614754034265
44.0	0.4119863780304627
45.0	0.39773413688725157
46.0	0.38473819257772846
47.0	0.37247293345791377
48.0	0.36105289031792154
49.0	0.3500961865283756
50.0	0.3394755406124119
51.0	0.32983218976004025
