#GC Content (%)	Sample
1.0	1.7974064127009622E-5
2.0	1.9498109941278275E-5
3.0	2.2449436756211212E-5
4.0	2.486855709632018E-5
5.0	2.6610323741198635E-5
6.0	2.8908488064302154E-5
7.0	2.6610323741198635E-5
8.0	2.765054548744549E-5
9.0	2.8545620013285808E-5
10.0	3.2198491726850345E-5
11.0	4.3544166121961404E-5
12.0	5.576072383951169E-5
13.0	5.730896085718142E-5
14.0	4.7487332276339027E-5
15.0	4.797115634436081E-5
16.0	4.98822614130469E-5
17.0	5.8542712230637E-5
18.0	7.088022596519274E-5
19.0	9.088635117789388E-5
20.0	1.335112515706139E-4
21.0	3.4143464480297956E-4
22.0	8.061960445447142E-4
23.0	6.18883556610077E-4
24.0	6.128357557598046E-4
25.0	0.00123856542293239
26.0	0.0018934454902032887
27.0	0.0038942515411006123
28.0	0.00689790392899011
29.0	0.01117372332133611
30.0	0.016664013698027016
31.0	0.02296770909787616
32.0	0.029427607098086134
33.0	0.03562498215898749
34.0	0.04150896017982773
35.0	0.04741717778647586
36.0	0.05402360190568624
37.0	0.060613237329736266
38.0	0.06455420208460438
39.0	0.07018189849661348
40.0	0.06651690699014498
41.0	0.05778741447804817
42.0	0.05080196258394952
43.0	0.04527642562390324
44.0	0.04145479607541269
45.0	0.03771551338329946
46.0	0.0340377731126386
47.0	0.030250906323435422
48.0	0.02641055278351244
49.0	0.02259838199555172
50.0	0.018980466570901754
51.0	0.017253698472131977
52.0	0.01162842118046299
53.0	0.010747885567866728
54.0	0.008980379482569512
55.0	0.007572306297405687
56.0	0.006487161486443008
57.0	0.0054968461928126
58.0	0.004647928483061562
59.0	0.0039598338935209676
60.0	0.003382365677133555
61.0	0.0028742536408970674
62.0	0.002445754855053566
63.0	0.0020658078144360523
64.0	0.0017098826387958199
65.0	0.0014121373073352084
66.0	0.0011626776178631716
67.0	9.643581323810387E-4
68.0	7.561444447078598E-4
69.0	5.690012951970301E-4
70.0	4.477307925473676E-4
71.0	3.641743760000039E-4
72.0	2.9498753427288746E-4
73.0	2.580717578828246E-4
74.0	2.3329996560010876E-4
75.0	2.112133968949139E-4
76.0	2.0110147387325842E-4
77.0	1.8162755513538123E-4
78.0	1.304389687386755E-4
79.0	9.38618691962279E-5
80.0	8.430634385279752E-5
81.0	6.909007691351209E-5
82.0	3.655290833904648E-5
83.0	2.4287968214694027E-5
84.0	2.2304289535804673E-5
85.0	1.1224718378105606E-5
86.0	3.507724493158002E-6
87.0	2.4675027469111462E-6
88.0	1.4998546108675594E-6
89.0	1.3547073904610214E-6
90.0	1.2579425768566628E-6
91.0	9.676481360435868E-7
92.0	1.0402217462468558E-6
93.0	8.70883322439228E-7
94.0	5.080152714228831E-7
95.0	4.838240680217934E-7
96.0	4.596328646207037E-7
97.0	2.6610323741198637E-7
98.0	3.144856442141657E-7
99.0	3.62868051016345E-7
100.0	7.015448986316004E-7
