#Coverage (X)	Coverage
1.0	93.50547181861674
2.0	93.24759610118811
3.0	93.0140241587256
4.0	92.70515834826281
5.0	92.19306716547938
6.0	91.24011097343865
7.0	89.54549524300646
8.0	86.77489555003649
9.0	82.66764213456113
10.0	77.0916083875142
11.0	70.10798865420578
12.0	62.00749650033172
13.0	53.227977469483655
14.0	44.30740831294349
15.0	35.7602602450977
16.0	28.010092985146457
17.0	21.306866746519688
18.0	15.761696262217598
19.0	11.380631894111403
20.0	8.066263418190474
21.0	5.642383169263724
22.0	3.932477884240484
23.0	2.7622168247828256
24.0	1.9799511466001007
25.0	1.4666401481145925
26.0	1.1345560775934018
27.0	0.9200377182187225
28.0	0.7820350066673285
29.0	0.6905403285542917
30.0	0.6273733296440582
31.0	0.5814034009468401
32.0	0.5452011422981116
33.0	0.5152152620383674
34.0	0.4899068875076864
35.0	0.46766244505285215
36.0	0.44762808944139465
37.0	0.428869446482139
38.0	0.4116797497723468
39.0	0.39558348885145733
40.0	0.38062380998280787
41.0	0.36694287044453233
42.0	0.35407691230302873
43.0	0.34208746728161543
44.0	0.3308191122361279
45.0	0.32019502105883646
46.0	0.31029788002159364
47.0	0.30085902313828683
48.0	0.29170270988251445
49.0	0.28285209112245013
50.0	0.27423169309594186
51.0	0.26600099598385896
