#Mapping quality	mapping quality
0.0	6477370.0
1.0	3.0697308E7
2.0	6878968.0
3.0	4548254.0
4.0	3335474.0
5.0	2825732.0
6.0	2529587.0
7.0	2186928.0
8.0	1989705.0
9.0	1850142.0
10.0	1657121.0
11.0	1620307.0
12.0	1483167.0
13.0	1420968.0
14.0	1326879.0
15.0	1279735.0
16.0	1253929.0
17.0	1155913.0
18.0	1113045.0
19.0	1022634.0
20.0	1073536.0
21.0	990424.0
22.0	978600.0
23.0	939112.0
24.0	951438.0
25.0	918399.0
26.0	901481.0
27.0	927250.0
28.0	926876.0
29.0	919432.0
30.0	1115872.0
31.0	921845.0
32.0	907433.0
33.0	916025.0
34.0	989372.0
35.0	943168.0
36.0	1018025.0
37.0	1020853.0
38.0	1068867.0
39.0	1072222.0
40.0	1204919.0
41.0	1147437.0
42.0	1187362.0
43.0	1249109.0
44.0	1288094.0
45.0	1429714.0
46.0	1440362.0
47.0	1505519.0
48.0	1806403.0
49.0	1873674.0
50.0	2230486.0
51.0	2511506.0
52.0	3019624.0
53.0	3746599.0
54.0	5512645.0
55.0	8979138.0
56.0	1.4718721E7
57.0	1.9713146E7
58.0	2.6005495E7
59.0	3.8783757E7
60.0	2.668506417E9
