#Mapping quality	mapping quality
0.0	6018386.0
1.0	3.246527E7
2.0	6876293.0
3.0	4346284.0
4.0	3165520.0
5.0	2520779.0
6.0	2209872.0
7.0	2023793.0
8.0	1919138.0
9.0	1929407.0
10.0	1847776.0
11.0	1694484.0
12.0	1716021.0
13.0	1560950.0
14.0	1381887.0
15.0	1466299.0
16.0	1327625.0
17.0	1224305.0
18.0	1191112.0
19.0	1146476.0
20.0	1279322.0
21.0	1111363.0
22.0	1074653.0
23.0	1034572.0
24.0	1066787.0
25.0	1074905.0
26.0	1098985.0
27.0	1059922.0
28.0	1043325.0
29.0	954367.0
30.0	1397418.0
31.0	974680.0
32.0	1071978.0
33.0	1023539.0
34.0	1086640.0
35.0	1061502.0
36.0	1143014.0
37.0	1131349.0
38.0	1126783.0
39.0	1153078.0
40.0	1398334.0
41.0	1255800.0
42.0	1252096.0
43.0	1377728.0
44.0	1356742.0
45.0	1616969.0
46.0	1610844.0
47.0	1576379.0
48.0	1952257.0
49.0	1899313.0
50.0	2395821.0
51.0	2712145.0
52.0	3240759.0
53.0	3968480.0
54.0	5845293.0
55.0	8963374.0
56.0	1.2971296E7
57.0	1.6191382E7
58.0	2.1271249E7
59.0	3.0952262E7
60.0	2.7038211E9
