#GC Content (%)	Sample
1.0	1.5687205016082355E-5
2.0	1.8522242067181576E-5
3.0	2.2545294644455707E-5
4.0	2.4489320050923744E-5
5.0	2.519132922548165E-5
6.0	2.602834016437761E-5
7.0	2.5164328872614036E-5
8.0	2.538033169555493E-5
9.0	2.7945365217978033E-5
10.0	3.542446296230645E-5
11.0	4.981565104074345E-5
12.0	7.576299014651823E-5
13.0	1.1766753779705148E-4
14.0	1.797953497454258E-4
15.0	9.29082142174516E-5
16.0	7.376496403431496E-5
17.0	8.391709671253692E-5
18.0	8.950616975613254E-5
19.0	1.0214233489817478E-4
20.0	1.3594677668842453E-4
21.0	2.3331004912903203E-4
22.0	4.3276165576207917E-4
23.0	4.173444542746729E-4
24.0	5.494841812087642E-4
25.0	0.0011845324806549896
26.0	0.00193800432777856
27.0	0.004005853352497464
28.0	0.006981886246271353
29.0	0.011146960679629123
30.0	0.016373904990564323
31.0	0.022405594818718687
32.0	0.02873040047760384
33.0	0.03460346323266099
34.0	0.04033331611610832
35.0	0.0459996101689053
36.0	0.05240047582181851
37.0	0.05902881944764137
38.0	0.06315333935099197
39.0	0.06864942317931154
40.0	0.06452989834124143
41.0	0.05702425925004413
42.0	0.05078366769175306
43.0	0.04539858231407226
44.0	0.04177896900934599
45.0	0.038276240232183595
46.0	0.03468870334666403
47.0	0.031090555322467506
48.0	0.02729911177209175
49.0	0.023466033677594134
50.0	0.019929932464287373
51.0	0.01816424438850991
52.0	0.012383522840259998
53.0	0.011525748630008848
54.0	0.00969633972146382
55.0	0.008237969662025514
56.0	0.0071087879047491255
57.0	0.006086770548004291
58.0	0.00517369961508027
59.0	0.004434591955682269
60.0	0.003814663853841906
61.0	0.003282081893528266
62.0	0.0028134907695108666
63.0	0.0023832401465654755
64.0	0.001989412999638492
65.0	0.00164418648787321
66.0	0.0013701329062669521
67.0	0.0011371198610194636
68.0	8.860975804092783E-4
69.0	6.727947927551465E-4
70.0	5.215388159907862E-4
71.0	4.153734285153373E-4
72.0	3.4474050541366525E-4
73.0	3.030519605860729E-4
74.0	2.626324323432583E-4
75.0	2.4030314052174344E-4
76.0	2.2502094079867528E-4
77.0	2.040416666205411E-4
78.0	1.5211998805612388E-4
79.0	1.1116045275595706E-4
80.0	1.107014467572077E-4
81.0	9.398822833215607E-5
82.0	4.4226577997147844E-5
83.0	2.7351357454890577E-5
84.0	2.643334545739178E-5
85.0	1.528219972306818E-5
86.0	4.131053988744579E-6
87.0	1.971025759335649E-6
88.0	1.4040183491158046E-6
89.0	1.1610151733073E-6
90.0	8.640112917635721E-7
91.0	1.0530137618368535E-6
92.0	1.1340148204396885E-6
93.0	5.670074102198442E-7
94.0	4.860063516170093E-7
95.0	4.590059987493977E-7
96.0	4.860063516170093E-7
97.0	4.590059987493977E-7
98.0	2.16002822940893E-7
99.0	1.6200211720566976E-7
100.0	5.400070573522325E-7
