#GC Content (%)	Sample
1.0	1.0142333437948654E-5
2.0	3.0552861742238285E-5
3.0	3.9478534705727744E-5
4.0	4.2341882201653275E-5
5.0	4.0632264465990773E-5
6.0	4.127206006031846E-5
7.0	4.344316970008617E-5
8.0	4.2656535772634096E-5
9.0	4.3537565771380415E-5
10.0	4.467031862691139E-5
11.0	4.989356790519312E-5
12.0	5.572514742070445E-5
13.0	7.083900728015016E-5
14.0	2.0215443090281526E-4
15.0	1.2826328398415107E-4
16.0	9.631545807723111E-5
17.0	9.899001343056813E-5
18.0	1.033532096148356E-4
19.0	1.1209009043573657E-4
20.0	1.2772837291348367E-4
21.0	2.8596765375974153E-4
22.0	0.0010747307370421123
23.0	6.985414160298018E-4
24.0	5.892307654710625E-4
25.0	0.0010273124438953017
26.0	0.0015417500555442217
27.0	0.003253738181441437
28.0	0.005908512313616137
29.0	0.009803944499263506
30.0	0.015030833270516242
31.0	0.021207640195655367
32.0	0.027829933646589144
33.0	0.03422851889700792
34.0	0.04043972794590761
35.0	0.046773033068800235
36.0	0.05447807043438377
37.0	0.06279626272528527
38.0	0.06662086639210486
39.0	0.07117494192098166
40.0	0.06741557642787877
41.0	0.05906308689774034
42.0	0.053574427332336284
43.0	0.047271601652019345
44.0	0.04247593511134347
45.0	0.038370293363376176
46.0	0.034333676120429715
47.0	0.03015775125315767
48.0	0.02593361097035899
49.0	0.021994441938345287
50.0	0.018460032771588957
51.0	0.016604625548038682
52.0	0.011125489497382979
53.0	0.010318958975792556
54.0	0.008652301941021314
55.0	0.007290921800815669
56.0	0.00625348800038715
57.0	0.005269996310477111
58.0	0.004434905733093996
59.0	0.0037718467514184662
60.0	0.0032175635092310077
61.0	0.0027482577081131047
62.0	0.002345312345115057
63.0	0.001967014845177175
64.0	0.0016255108361393179
65.0	0.0013507448495064934
66.0	0.0011239740209006118
67.0	9.438138746093562E-4
68.0	7.666848910518828E-4
69.0	6.162804841230475E-4
70.0	5.120672214141978E-4
71.0	4.2836937153329773E-4
72.0	3.7614736720284654E-4
73.0	3.3419355773873626E-4
74.0	3.003787873106634E-4
75.0	2.7496526722777865E-4
76.0	2.4659400357767406E-4
77.0	2.2140074099447578E-4
78.0	1.7023807035299336E-4
79.0	1.3924469361138194E-4
80.0	1.2728785791411048E-4
81.0	1.1007630758145927E-4
82.0	8.915184511123429E-5
83.0	7.324086287197047E-5
84.0	7.453094251299187E-5
85.0	6.409493240879443E-5
86.0	5.726694991851049E-5
87.0	5.590345111092692E-5
88.0	5.485460587432415E-5
89.0	5.1603185640855614E-5
90.0	5.306108051973345E-5
91.0	5.759209194185736E-5
92.0	6.625555359619611E-5
93.0	7.049288835207125E-5
94.0	6.564722335896651E-5
95.0	5.7130600037752135E-5
96.0	4.689387052850923E-5
97.0	3.491605792650575E-5
98.0	2.7878306388901263E-5
99.0	2.9136920672824572E-5
100.0	6.362295205232319E-5
