#Coverage (X)	Coverage
1.0	96.8975384138452
2.0	96.57693922789852
3.0	96.3555833893999
4.0	96.16620058960339
5.0	95.99570684437022
6.0	95.83472542564803
7.0	95.67770000454273
8.0	95.51503674148826
9.0	95.35223755918386
10.0	95.18319064661785
11.0	94.99864688649467
12.0	94.78613811762591
13.0	94.53835219232441
14.0	94.23293114783435
15.0	93.84062674627725
16.0	93.32007401539376
17.0	92.63341775992136
18.0	91.70583127297405
19.0	90.46598819340018
20.0	88.83112158945055
21.0	86.72614016562137
22.0	84.07806785971133
23.0	80.84822780176643
24.0	77.00225295219128
25.0	72.57109004226223
26.0	67.6046274996619
27.0	62.1782140869463
28.0	56.42307969557693
29.0	50.463081696416076
30.0	44.46278866003081
31.0	38.590001962825376
32.0	32.98919116039069
33.0	27.793652360588723
34.0	23.065486513748453
35.0	18.874184702237415
36.0	15.268630828037871
37.0	12.22597874827943
38.0	9.714062340010372
39.0	7.681144872639408
40.0	6.068575794375278
41.0	4.81396393505085
42.0	3.8547641447020453
43.0	3.1286569500046966
44.0	2.585411574860885
45.0	2.1837157209334066
46.0	1.8882731767896388
47.0	1.6685591157969526
48.0	1.5015299801535917
49.0	1.3745003046827264
50.0	1.2741323914509053
51.0	1.1951065592644454
