#Coverage (X)	Coverage
1.0	94.2441243200423
2.0	94.00278109157627
3.0	93.74913496370546
4.0	93.39494873680239
5.0	92.8698646041889
6.0	92.08029584135743
7.0	90.93801011068477
8.0	89.34561737674774
9.0	87.1678500147069
10.0	84.20022983286796
11.0	80.23027790556844
12.0	75.08815115664073
13.0	68.72949001117041
14.0	61.34860839936622
15.0	53.248158747781424
16.0	44.8702679006841
17.0	36.67998067728726
18.0	29.056421522723568
19.0	22.32844500970242
20.0	16.678255940828393
21.0	12.146457268221056
22.0	8.671459504074917
23.0	6.104320040772521
24.0	4.278694835309167
25.0	3.0211790552789637
26.0	2.180585135024657
27.0	1.6318151527733846
28.0	1.2790193303061415
29.0	1.0527569766305902
30.0	0.906031603968799
31.0	0.8065602121207718
32.0	0.7365801928365556
33.0	0.685454961841728
34.0	0.6455238356809758
35.0	0.6126538531071759
36.0	0.5840442098535021
37.0	0.5586911757203836
38.0	0.5358013424427241
39.0	0.5144334453066932
40.0	0.49460670693858333
41.0	0.4760661458014681
42.0	0.45857117317912355
43.0	0.4422587945570342
44.0	0.42705540369786377
45.0	0.41270917453769584
46.0	0.39902166646380977
47.0	0.3859187902583301
48.0	0.37362323215806725
49.0	0.3619109857793319
50.0	0.3511102847106429
51.0	0.34120245370367286
