#GC Content (%)	Sample
1.0	1.3665737309798927E-5
2.0	4.15175959660282E-5
3.0	4.600873645608629E-5
4.0	4.815814878130301E-5
5.0	4.732100924411334E-5
6.0	4.9821115159233836E-5
7.0	4.8237337656442566E-5
8.0	4.8452278888964246E-5
9.0	4.806764720971493E-5
10.0	4.840702810317021E-5
11.0	5.2298595681457326E-5
12.0	6.066999105335401E-5
13.0	7.49126758820269E-5
14.0	7.035365921327776E-5
15.0	7.047809887421136E-5
16.0	7.40302855590432E-5
17.0	7.81481070663005E-5
18.0	8.897435756752364E-5
19.0	9.759463226128753E-5
20.0	1.1597776399011473E-4
21.0	3.2798900813162276E-4
22.0	0.0012903035315240449
23.0	7.53278518416872E-4
24.0	5.780787885188123E-4
25.0	0.0010945599448754927
26.0	0.0016548099237914547
27.0	0.0034982138100760033
28.0	0.006407669646185802
29.0	0.01066363048977584
30.0	0.01622817618235071
31.0	0.0227368682078217
32.0	0.02955176098806448
33.0	0.036112842110788516
34.0	0.04229449539462956
35.0	0.04857124320481677
36.0	0.055718751886038614
37.0	0.06290159011826914
38.0	0.06650251189940116
39.0	0.07140483496727322
40.0	0.06741133999398503
41.0	0.05762160399216007
42.0	0.05147231633285821
43.0	0.045443848271626446
44.0	0.04073967839474647
45.0	0.03646939567745262
46.0	0.03240545654337958
47.0	0.028256830563693
48.0	0.02424057444515042
49.0	0.02044883010032495
50.0	0.01707626640970254
51.0	0.015319540403606464
52.0	0.010231180042638685
53.0	0.009441700895586583
54.0	0.007892709934374482
55.0	0.006633459754601595
56.0	0.005661563377317286
57.0	0.004789806988995178
58.0	0.004013020687358305
59.0	0.0034500104105089067
60.0	0.0029512788748799366
61.0	0.0025396211638151413
62.0	0.002175669093673708
63.0	0.0018257447671284263
64.0	0.001540008680231985
65.0	0.0012779500670022728
66.0	0.0010800457553320555
67.0	9.232517825557202E-4
68.0	7.616159756994229E-4
69.0	6.262821880859093E-4
70.0	5.37760338376326E-4
71.0	4.667505427690347E-4
72.0	4.1771000366474804E-4
73.0	3.808079878497114E-4
74.0	3.468585858077359E-4
75.0	3.219140901387734E-4
76.0	3.0267119347985954E-4
77.0	2.872746136134387E-4
78.0	2.3570003050468595E-4
79.0	2.1283707098224922E-4
80.0	2.061965181669744E-4
81.0	2.0802917499163282E-4
82.0	2.0151306183729164E-4
83.0	2.1601593868428025E-4
84.0	2.601354548334655E-4
85.0	3.1364450903491325E-4
86.0	3.9209805890532345E-4
87.0	4.997496783093356E-4
88.0	6.215082301846385E-4
89.0	7.383910098906338E-4
90.0	8.544932135416823E-4
91.0	9.319286207317267E-4
92.0	9.807202805141462E-4
93.0	9.870101397395172E-4
94.0	9.553685277730376E-4
95.0	9.208082401228421E-4
96.0	8.812138025530606E-4
97.0	8.1915234983654E-4
98.0	6.842823827774153E-4
99.0	4.049719074637268E-4
100.0	1.7717945177654867E-4
