#Coverage (X)	Coverage
1.0	93.66283068447738
2.0	93.53056323827992
3.0	93.42559527007066
4.0	93.33246389963496
5.0	93.24636163507573
6.0	93.16224438841897
7.0	93.08008604651572
8.0	92.99535483497122
9.0	92.90078611438928
10.0	92.78580257830949
11.0	92.64158870455914
12.0	92.44779327008081
13.0	92.17874968976186
14.0	91.80293533579709
15.0	91.2809251490564
16.0	90.5675154656002
17.0	89.60849754554576
18.0	88.34447115536948
19.0	86.72368653801387
20.0	84.69003246097209
21.0	82.22107354347465
22.0	79.26315392958507
23.0	75.81692847654517
24.0	71.89362455045027
25.0	67.52559103004873
26.0	62.76489531261291
27.0	57.695220799461985
28.0	52.40006787448163
29.0	47.013503247448426
30.0	41.641491533056325
31.0	36.393399267870954
32.0	31.368383616588076
33.0	26.666882447354766
34.0	22.357392996937662
35.0	18.50449015257908
36.0	15.122850888526614
37.0	12.212304487251686
38.0	9.773021569686748
39.0	7.7636070955940255
40.0	6.126071649864045
41.0	4.825052716048219
42.0	3.808766052277093
43.0	3.0250172051923414
44.0	2.437215986159515
45.0	1.996319389973607
46.0	1.6678093433969394
47.0	1.4282186903892438
48.0	1.2539630394290384
49.0	1.1256775747556844
50.0	1.0315932514766075
51.0	0.9621974454776421
