#Coverage (X)	Coverage
1.0	98.96923896515094
2.0	98.44586853229957
3.0	98.09062681123748
4.0	97.8135699681166
5.0	97.57971392138434
6.0	97.36941136221478
7.0	97.16840106676305
8.0	96.98202234864698
9.0	96.79903057656064
10.0	96.60768212841859
11.0	96.40440345392467
12.0	96.17433037001246
13.0	95.91553809714082
14.0	95.61693768399442
15.0	95.25653674151874
16.0	94.83589332070511
17.0	94.345478445977
18.0	93.79673162932083
19.0	93.19742599544097
20.0	92.55985926913804
21.0	91.90905550919392
22.0	91.24826872574695
23.0	90.59264373004356
24.0	89.93759917401644
25.0	89.27455847921237
26.0	88.57513351323541
27.0	87.80451075923726
28.0	86.91921623500617
29.0	85.86383254745841
30.0	84.58037282980673
31.0	83.00840392539799
32.0	81.09270438044004
33.0	78.7889143797809
34.0	76.06244768716843
35.0	72.89141161546662
36.0	69.27106868750992
37.0	65.2344583483318
38.0	60.819075769181936
39.0	56.115763897606165
40.0	51.20673681372435
41.0	46.1972400295491
42.0	41.194740536455406
43.0	36.3000000510058
44.0	31.60688780118059
45.0	27.18558075310537
46.0	23.100952391669864
47.0	19.39138718560946
48.0	16.080474198235777
49.0	13.19173923282716
50.0	10.711529991477505
51.0	8.613978830671456
