#GC Content (%)	Sample
1.0	6.759133932503289E-6
2.0	2.1227646788020716E-5
3.0	2.687127573166344E-5
4.0	2.8953551710869832E-5
5.0	2.7573630724649722E-5
6.0	2.7995043720441495E-5
7.0	2.9763325702783428E-5
8.0	2.8903973711364916E-5
9.0	3.113498368908605E-5
10.0	3.136634768677565E-5
11.0	3.379566966251644E-5
12.0	4.7156940529090794E-5
13.0	5.4982001450949735E-5
14.0	1.947341190553851E-4
15.0	1.1021189289942404E-4
16.0	7.75730432253556E-5
17.0	8.061382719499032E-5
18.0	8.385292316264473E-5
19.0	9.034764109778847E-5
20.0	1.0409727296048465E-4
21.0	1.3713274663059238E-4
22.0	2.488732945147513E-4
23.0	2.630443393732392E-4
24.0	3.7619786024328816E-4
25.0	8.506345265055636E-4
26.0	0.001429482459725188
27.0	0.0030953445580898893
28.0	0.00566532758142604
29.0	0.009436560743766503
30.0	0.01443972456380491
31.0	0.020408114193204572
32.0	0.026786860924506408
33.0	0.03304302605203234
34.0	0.03908203954172675
35.0	0.0451914785797179
36.0	0.052190884023821826
37.0	0.05944041873842799
38.0	0.06351121043677704
39.0	0.06763351367661173
40.0	0.06440509350485073
41.0	0.058305727063759014
42.0	0.05351066689664248
43.0	0.047975382407917835
44.0	0.04362396270637111
45.0	0.03984128528914491
46.0	0.036140147155104496
47.0	0.0321317245801326
48.0	0.028020799491184297
49.0	0.023938927109945878
50.0	0.020290234236381717
51.0	0.01845374945272086
52.0	0.01250949604608017
53.0	0.011673867127424764
54.0	0.00984569492168089
55.0	0.008377202839345252
56.0	0.007229554780805667
57.0	0.006130493161780895
58.0	0.005216051749912507
59.0	0.004466738128395153
60.0	0.003808243138970884
61.0	0.0032758745802871168
62.0	0.0027916958371221254
63.0	0.0023385198696475405
64.0	0.0019222629858042818
65.0	0.0015876528041456994
66.0	0.0013173287618451549
67.0	0.0011011604210038122
68.0	8.867438361449761E-4
69.0	6.649566553597428E-4
70.0	5.396813136107424E-4
71.0	4.4672256453902846E-4
72.0	3.8288262717653415E-4
73.0	3.3759312462879504E-4
74.0	3.0077319699647886E-4
75.0	2.68093032322823E-4
76.0	2.4546067554882974E-4
77.0	2.1835803581947666E-4
78.0	1.5831907841902567E-4
79.0	1.1833442181831245E-4
80.0	1.0391548696229995E-4
81.0	8.829015411833452E-5
82.0	6.495544235135494E-5
83.0	4.95201585054917E-5
84.0	5.0577822494929864E-5
85.0	3.804285162010408E-5
86.0	2.9903796701380688E-5
87.0	2.971374770327852E-5
88.0	2.6400284736366756E-5
89.0	2.4359323756747795E-5
90.0	2.3309922767227108E-5
91.0	2.440890175625271E-5
92.0	2.612760573908973E-5
93.0	2.7193532728445384E-5
94.0	2.4640265753942308E-5
95.0	2.007908979949021E-5
96.0	1.821991481805593E-5
97.0	1.8277755817478335E-5
98.0	2.083928579189889E-5
99.0	2.9994689700473028E-5
100.0	9.599127004143119E-5
