#Mapping quality	mapping quality
0.0	2.5034771E7
1.0	6.6422988E7
2.0	1.3307975E7
3.0	9961535.0
4.0	8257597.0
5.0	7299839.0
6.0	6746548.0
7.0	6487404.0
8.0	6071534.0
9.0	5543799.0
10.0	5304192.0
11.0	4944919.0
12.0	4484480.0
13.0	4159035.0
14.0	3949182.0
15.0	3644577.0
16.0	3474658.0
17.0	3362498.0
18.0	2967840.0
19.0	2868126.0
20.0	2687551.0
21.0	2567231.0
22.0	2374822.0
23.0	2291097.0
24.0	2160590.0
25.0	2137051.0
26.0	2025297.0
27.0	1872705.0
28.0	1820219.0
29.0	1741050.0
30.0	1806872.0
31.0	1686766.0
32.0	1632812.0
33.0	1556886.0
34.0	1570015.0
35.0	1509799.0
36.0	1550045.0
37.0	1468761.0
38.0	1476541.0
39.0	1405065.0
40.0	1510938.0
41.0	1532787.0
42.0	1467842.0
43.0	1502640.0
44.0	1469456.0
45.0	1570811.0
46.0	1596376.0
47.0	1713315.0
48.0	1776269.0
49.0	1899992.0
50.0	1986567.0
51.0	2084557.0
52.0	2390283.0
53.0	2792003.0
54.0	3599228.0
55.0	5537787.0
56.0	1.32269E7
57.0	4.4010981E7
58.0	2.56729342E8
59.0	3.57059667E8
60.0	2.148067825E9
