#Mapping quality	mapping quality
0.0	5143838.0
1.0	3.0572089E7
2.0	5828125.0
3.0	3820069.0
4.0	2973286.0
5.0	2610139.0
6.0	2230326.0
7.0	2068350.0
8.0	1886050.0
9.0	1733493.0
10.0	1680493.0
11.0	1601004.0
12.0	1478302.0
13.0	1402666.0
14.0	1262392.0
15.0	1307111.0
16.0	1252310.0
17.0	1142790.0
18.0	1040917.0
19.0	1109513.0
20.0	1207012.0
21.0	1020519.0
22.0	1038241.0
23.0	1004071.0
24.0	999516.0
25.0	1004629.0
26.0	942433.0
27.0	927140.0
28.0	873929.0
29.0	970184.0
30.0	1307252.0
31.0	1015264.0
32.0	981192.0
33.0	965650.0
34.0	965622.0
35.0	954251.0
36.0	1058286.0
37.0	1062059.0
38.0	1005645.0
39.0	1016028.0
40.0	1298747.0
41.0	1183716.0
42.0	1210094.0
43.0	1305501.0
44.0	1242606.0
45.0	1597211.0
46.0	1553180.0
47.0	1512111.0
48.0	2021754.0
49.0	1811647.0
50.0	2484410.0
51.0	2794762.0
52.0	3421816.0
53.0	4266753.0
54.0	6254904.0
55.0	8770903.0
56.0	1.0703968E7
57.0	1.2788607E7
58.0	1.7615418E7
59.0	2.4758395E7
60.0	2.700382135E9
