#Coverage (X)	Coverage
1.0	93.42263424505276
2.0	93.01802755238786
3.0	92.33856161388621
4.0	90.91159435832637
5.0	88.10176836882604
6.0	83.3486694204181
7.0	76.39339085756947
8.0	67.41239481182888
9.0	57.02301808361355
10.0	46.14239967061653
11.0	35.7025035944194
12.0	26.459750309682533
13.0	18.838907180198063
14.0	12.955253905725087
15.0	8.666807274328491
16.0	5.6899940727112295
17.0	3.7125529116835025
18.0	2.4522450210365463
19.0	1.6724792502318309
20.0	1.2026290642361914
21.0	0.9212188954759739
22.0	0.7514934411740484
23.0	0.6453275201827324
24.0	0.5758128687673292
25.0	0.5252841509626762
26.0	0.48597909640236026
27.0	0.45404619271086233
28.0	0.4272198102804339
29.0	0.40367821083654576
30.0	0.3824480597562001
31.0	0.363527167527522
32.0	0.34629529051549923
33.0	0.33031929175402297
34.0	0.3153393920992613
35.0	0.3016220358267674
36.0	0.28935117413246303
37.0	0.27823956237801895
38.0	0.2680927203913086
39.0	0.2588729434899619
40.0	0.250184252012275
41.0	0.24224968638081634
42.0	0.23457084285647056
43.0	0.22721752822948815
44.0	0.22036010584270116
45.0	0.21378094465582365
46.0	0.20758781373110935
47.0	0.20181381333627257
48.0	0.19647362608033347
49.0	0.19146820874981074
50.0	0.18700456681267497
51.0	0.1826791539117778
