#Mapping quality	mapping quality
0.0	4955511.0
1.0	3.0394229E7
2.0	7416871.0
3.0	4821670.0
4.0	3601620.0
5.0	3027631.0
6.0	2666617.0
7.0	2236268.0
8.0	2010157.0
9.0	1838461.0
10.0	1682671.0
11.0	1592444.0
12.0	1569485.0
13.0	1516192.0
14.0	1454668.0
15.0	1424815.0
16.0	1349095.0
17.0	1276564.0
18.0	1151905.0
19.0	1112089.0
20.0	1163110.0
21.0	1086653.0
22.0	1040360.0
23.0	1025816.0
24.0	1028210.0
25.0	1046769.0
26.0	1043158.0
27.0	1023309.0
28.0	1014721.0
29.0	1005791.0
30.0	1124983.0
31.0	1015150.0
32.0	968994.0
33.0	962874.0
34.0	977606.0
35.0	981547.0
36.0	1017611.0
37.0	1037230.0
38.0	1077194.0
39.0	1113216.0
40.0	1206950.0
41.0	1157891.0
42.0	1211289.0
43.0	1245201.0
44.0	1266332.0
45.0	1397119.0
46.0	1462793.0
47.0	1552974.0
48.0	1629849.0
49.0	1733622.0
50.0	1904362.0
51.0	2102722.0
52.0	2425936.0
53.0	2854252.0
54.0	3589527.0
55.0	4992073.0
56.0	7774649.0
57.0	1.8035118E7
58.0	6.5893584E7
59.0	1.12498904E8
60.0	2.57571773E9
