#Coverage (X)	Coverage
1.0	94.23987679580637
2.0	94.00023852091546
3.0	93.7692152346688
4.0	93.47968265303803
5.0	93.06283163041091
6.0	92.45974890646303
7.0	91.61701650928303
8.0	90.48259209219027
9.0	88.98572196544097
10.0	87.00374973838996
11.0	84.36704265680409
12.0	80.89077819564287
13.0	76.4337403414912
14.0	70.9415001797285
15.0	64.50147674091376
16.0	57.293672049914
17.0	49.62995245001972
18.0	41.886991195624695
19.0	34.446504180155046
20.0	27.582424067342714
21.0	21.519844655497934
22.0	16.38084710541908
23.0	12.189598218785463
24.0	8.891976997182752
25.0	6.386743180760362
26.0	4.551685461558392
27.0	3.247648897403053
28.0	2.3421701773804955
29.0	1.7296986333353033
30.0	1.323079038690281
31.0	1.05697198017549
32.0	0.8827914809903916
33.0	0.7669053508402754
34.0	0.6860505090707818
35.0	0.6275216690733316
36.0	0.5825580142733031
37.0	0.5466718825003767
38.0	0.516872497134159
39.0	0.49084670327980007
40.0	0.46794640542333354
41.0	0.4469926480180675
42.0	0.42751803467682237
43.0	0.40924594633359845
44.0	0.3925573580540487
45.0	0.3771892708239619
46.0	0.36284313825990466
47.0	0.3495215684568933
48.0	0.3371594556354722
49.0	0.32577103162279286
50.0	0.3154512181982341
51.0	0.3059882766843316
