#Mapping quality	mapping quality
0.0	2.0603411E7
1.0	6.4010968E7
2.0	8783382.0
3.0	7034800.0
4.0	5821312.0
5.0	4936859.0
6.0	4392752.0
7.0	4025142.0
8.0	4063731.0
9.0	3727995.0
10.0	3427980.0
11.0	3149415.0
12.0	2986232.0
13.0	2922664.0
14.0	2757939.0
15.0	2614524.0
16.0	2510676.0
17.0	2392412.0
18.0	2393136.0
19.0	2285091.0
20.0	2221344.0
21.0	2056300.0
22.0	1964879.0
23.0	1858066.0
24.0	1826787.0
25.0	1725901.0
26.0	1784387.0
27.0	1730798.0
28.0	1754623.0
29.0	1631131.0
30.0	1701150.0
31.0	1513179.0
32.0	1550509.0
33.0	1470413.0
34.0	1477500.0
35.0	1403107.0
36.0	1446017.0
37.0	1366718.0
38.0	1332316.0
39.0	1283280.0
40.0	1370468.0
41.0	1339620.0
42.0	1334142.0
43.0	1408657.0
44.0	1305679.0
45.0	1441600.0
46.0	1512784.0
47.0	1596385.0
48.0	1810023.0
49.0	1876214.0
50.0	2402063.0
51.0	3233339.0
52.0	4642827.0
53.0	7597123.0
54.0	1.4526016E7
55.0	3.2383025E7
56.0	7.8871164E7
57.0	1.32652237E8
58.0	1.25571755E8
59.0	1.25866857E8
60.0	2.287078827E9
