#Coverage (X)	Coverage
1.0	96.8070865108254
2.0	96.22150099012057
3.0	95.79022641917541
4.0	95.42450143274512
5.0	95.0587695493031
6.0	94.64755986114577
7.0	94.12392913827931
8.0	93.36927011141437
9.0	92.21026228703684
10.0	90.43408887252582
11.0	87.79340884795566
12.0	84.02668903591058
13.0	79.0017870863156
14.0	72.71145462478273
15.0	65.30306969279269
16.0	57.0879067805796
17.0	48.53578198721688
18.0	40.057754678085075
19.0	32.07101646397862
20.0	24.935767760766794
21.0	18.870043255202575
22.0	13.917695142373987
23.0	10.041638478873736
24.0	7.115408342215417
25.0	4.986964310982884
26.0	3.4918814970070997
27.0	2.4784241663951434
28.0	1.8100170190340634
29.0	1.373781026556145
30.0	1.090955330342183
31.0	0.9077858399068504
32.0	0.7854084073680951
33.0	0.6993318402788873
34.0	0.6363473025483586
35.0	0.5874065242785775
36.0	0.5460124241742506
37.0	0.5105255985846355
38.0	0.47858226515165825
39.0	0.4506930593769738
40.0	0.42559531484641866
41.0	0.40250030212918375
42.0	0.3816449897169605
43.0	0.36254180699850735
44.0	0.3449860570812433
45.0	0.3289591340730311
46.0	0.3137737106551981
47.0	0.30017116747097816
48.0	0.2877044498432042
49.0	0.2755255781983692
50.0	0.26465001721828685
51.0	0.2540009669353651
