#Position (bp)	Coverage	Std
3882144.5	27.141307354904917	12.484169785060907
1.16464325E7	28.93369926514833	9.772176738916171
1.94107205E7	30.162988158089963	13.52190306547326
2.71750085E7	27.966409411912593	9.231868785690255
3.49392965E7	29.778310773634363	8.828386025494902
4.27035845E7	30.64456277252982	8.265073947643508
5.04678725E7	32.22318929952109	6.96609844959758
5.82321605E7	34.41703579259296	7.2188445397896706
6.59964485E7	34.86330311291905	9.30796970322125
7.37607365E7	36.86987808798437	9.613091075509862
8.15250245E7	36.39765565110413	7.437564260756563
8.92893125E7	35.32649870793046	7.3344349233488755
9.70536005E7	36.465906081793975	8.111102599475194
1.048178885E8	36.69800888375084	9.51099949441605
1.125821765E8	32.72959593976937	8.710577374498195
1.203464645E8	66.62116358898588	141.2266886375265
1.281107525E8	12.20418034467552	47.58214366493369
1.358750405E8	0.0	0.0
1.436393285E8	61.913881350099324	638.2262272201997
1.514036165E8	31.33249397755467	9.65329009128263
1.591679045E8	32.918763574973006	10.635278751255196
1.669321925E8	35.10250019061632	10.307047848406095
1.746964805E8	35.41446904081868	7.67993813018528
1.824607685E8	34.41944850577413	7.424612077937788
1.902250565E8	37.48785207349341	7.904750284513168
1.979893445E8	35.71181826331017	9.285220753672512
2.057536325E8	31.625566439575657	8.43473123006099
2.135179205E8	34.90903415741405	9.690674006210026
2.212822085E8	34.76387210263195	9.644555907438878
2.290464965E8	32.30791426077961	9.437261129515933
2.368107845E8	33.75516067925353	9.655350953281946
2.445750725E8	33.18486859323096	10.339703318686903
2.487068195E8	33.09156340268346	21.480461900681394
2.525889635E8	33.885144173183456	9.515319416308152
2.601036485E8	33.75784617984289	9.281039816198305
2.678679365E8	35.054473636217516	10.162622763176557
2.756322245E8	31.33130481507126	7.24746595893367
2.833965125E8	206.97458440490615	23596.67113744219
2.911608005E8	33.63211591326854	8.807057484007947
2.989250885E8	35.64723642399664	9.370675199254308
3.066893765E8	34.84901332871733	9.904659715150476
3.144536645E8	34.62837944702721	8.601367696023711
3.222179525E8	33.263843896568495	7.0218932544883135
3.299822405E8	37.17709453848183	10.74391442997463
3.377465285E8	38.285346576530905	63.6421108270513
3.455108165E8	29.170351486189073	31.899344287011516
3.532751045E8	34.756718710073606	8.90552289288537
3.610393925E8	33.813556246239195	10.686231865291457
3.688036805E8	34.82695451276408	9.691446464597108
3.765679685E8	33.91222002584139	10.257043767928486
3.843322565E8	35.62266005588664	8.661004926907566
3.920965445E8	37.362153619237205	7.420190014667518
3.998608325E8	35.996129329566344	9.911043824151772
4.076251205E8	35.92916375590396	9.675661710330358
4.153894085E8	36.21541679030968	6.719250377959381
4.231536965E8	34.0077611752681	9.881465124306045
4.309179845E8	36.89999430726939	9.52937632471826
4.386822725E8	36.86907505234221	9.685959523163449
4.464465605E8	35.934347618223335	9.784659916475553
4.542108485E8	33.80066272657583	9.381041023725203
4.619751365E8	36.13650949063198	10.388166820345154
4.697394245E8	33.210485880997716	6.673513846151971
