#Coverage (X)	Coverage
1.0	93.72882456860467
2.0	93.60954334270812
3.0	93.51588320515545
4.0	93.43002049895394
5.0	93.35034416194928
6.0	93.27537698199971
7.0	93.20049957203688
8.0	93.12401757185927
9.0	93.04709547979547
10.0	92.96820401839935
11.0	92.88549089282631
12.0	92.79106461931083
13.0	92.68013972986935
14.0	92.54899576085161
15.0	92.38591199761973
16.0	92.17455584076549
17.0	91.89018339123791
18.0	91.51351776793697
19.0	91.01160250256996
20.0	90.35564512764189
21.0	89.50719324247294
22.0	88.4243013055831
23.0	87.06836641955006
24.0	85.39669870545364
25.0	83.36663243340169
26.0	80.96035383140362
27.0	78.14767023912265
28.0	74.910490846919
29.0	71.26157216953936
30.0	67.2287618357087
31.0	62.857098684200835
32.0	58.18279933428652
33.0	53.28843639639456
34.0	48.244291849255205
35.0	43.17908951069798
36.0	38.17559009598042
37.0	33.343169769080646
38.0	28.760487774341584
39.0	24.497798528402868
40.0	20.609946824345883
41.0	17.134209037385872
42.0	14.081908131570287
43.0	11.458862895691226
44.0	9.24676079983324
45.0	7.40250693757865
46.0	5.897290745760856
47.0	4.693477219999565
48.0	3.7414833506250744
49.0	3.0040306051089942
50.0	2.43934348332715
51.0	2.014223414931493
